fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Id
7.4554334,0.54664123,0.14635873,2.25389,0.07947662,11.690417,29.421974,0.99604064,3.3406954,0.5975919,10.3379135,5.564585,1204.5785
7.693983,0.5956025,0.1353572,2.279347,0.08462339,11.2483835,34.601585,0.99694484,3.3519678,0.6135936,9.857636,5.464446,610.6496
9.598195,0.3463487,0.5177997,2.615573,0.07794335,8.960824,16.510872,0.9957831,3.2134826,0.7462888,12.111725,6.922279,841.0796
8.276956,0.6425019,0.13484225,2.0325863,0.07955401,4.002584,13.433688,0.9966161,3.2557735,0.53286535,9.833326,5.215279,874.04376
8.408381,0.36518064,0.39518183,2.453274,0.08036629,12.702279,28.960463,0.9956884,3.2932265,0.6920781,11.500178,6.4085417,1000.5545
7.0193133,0.57348657,0.11766523,2.2427745,0.07671983,18.66323,39.415154,0.9959058,3.435292,0.6282487,10.496299,5.764332,1080.139
7.1332126,0.7641074,0.08526395,2.3876438,0.07685674,24.716621,61.39515,0.99630034,3.4639816,0.5697957,10.278387,4.994388,948.9099
7.773276,0.81282306,0.09099156,2.4516387,0.08251806,10.988256,41.33245,0.99714047,3.4013824,0.5575259,9.836052,4.9297957,385.14316
8.99681,0.32857266,0.41904214,2.1692824,0.082351424,11.823308,32.803047,0.99682313,3.27817,0.8324923,10.702257,6.483777,820.3594
8.041494,0.48308697,0.28831416,2.4108727,0.084932275,28.055105,86.49061,0.9971466,3.3209467,0.6325968,9.874823,5.387064,794.1105
6.8331175,0.6430613,0.09656806,2.220443,0.07435276,22.463755,47.038483,0.9953988,3.48789,0.6136713,10.878686,5.6095104,1101.6744
9.26808,0.41008627,0.40148988,2.2923088,0.08279332,10.013627,28.677572,0.99711394,3.2413692,0.656393,10.502522,5.8744407,859.39746
8.222628,0.42380255,0.2846116,2.2293708,0.08578222,12.02679,36.790627,0.99696225,3.3328125,0.74063927,10.192936,6.041763,702.3731
8.234985,0.5853478,0.25007328,2.3220854,0.09037423,25.954002,96.74724,0.99717236,3.250327,0.55345494,9.537647,5.1558394,680.85126
11.122101,0.36628553,0.49458155,2.2202003,0.07932884,5.6297326,21.616179,0.9977437,3.1023488,0.65005636,10.396046,6.0964904,807.10254
12.224793,0.4470233,0.55919355,2.901884,0.093664974,12.084434,37.618538,0.9999937,3.1162758,0.7782105,10.463085,5.9477167,453.04904
7.830964,0.56268406,0.17073224,2.215617,0.0875509,12.395861,43.58136,0.9972065,3.3433573,0.6334897,9.757187,5.4856954,456.8741
7.427231,0.46373907,0.20819469,2.3636,0.07386407,10.226215,26.97528,0.99547285,3.3363686,0.5851582,10.985234,5.827672,1243.9792
8.830655,0.5024153,0.3039406,2.3757992,0.08892907,14.083479,48.247673,0.9978695,3.2844262,0.6508906,9.772756,5.4752183,490.15964
9.647207,0.33881822,0.46445534,2.1984248,0.08682829,8.789124,23.069675,0.9969235,3.2286167,0.78742164,10.786717,6.532113,778.235
10.559667,0.3189665,0.5712158,2.3800592,0.07092135,7.304894,16.160288,0.99646866,3.1882823,0.8602347,12.11108,7.331975,585.4981
8.6794195,0.34536624,0.44533753,2.2717566,0.06792838,5.720942,17.326649,0.9946859,3.251957,0.64658415,11.994296,6.5694814,1105.8807
7.0227203,0.59124005,0.08900905,2.2773147,0.08012299,13.19857,32.452145,0.9960973,3.4460344,0.6346904,10.442863,5.7493887,907.91766
7.6826468,1.005418,0.062402237,2.4339137,0.08355971,4.7851596,13.551055,0.9964945,3.4323347,0.49331364,10.336075,4.3464737,705.8198
8.672351,0.3381438,0.40995649,2.08604,0.07660129,9.031123,23.669289,0.9956234,3.2727513,0.7121232,11.250455,6.4914417,987.6318
7.710764,0.55391717,0.17563449,2.340853,0.08259828,16.470917,47.827232,0.99709785,3.3664057,0.62529594,9.812478,5.483678,719.5627
8.028993,0.4046045,0.30621532,2.282923,0.07653281,8.947786,25.260746,0.99544376,3.2968366,0.62727916,11.079648,6.0588727,1151.3269
7.0029917,0.7618892,0.076668456,2.4340417,0.074250594,23.913998,57.04052,0.99580544,3.4505346,0.5554329,10.484931,5.0867515,1188.5433
13.612745,0.3763636,0.62091523,2.1429915,0.07607956,6.077707,22.287073,0.99953616,2.9765062,0.6829212,9.959518,6.170366,441.39294
7.433316,0.602103,0.11543086,2.2889686,0.08111096,13.867359,33.393112,0.99640626,3.379019,0.6043796,10.1729555,5.474227,902.2646
10.349541,0.46929714,0.45796245,5.0796294,0.08413121,14.642942,54.616817,0.99958295,3.2422335,0.7184341,10.844671,5.8477283,556.26385
11.506792,0.3754976,0.53682435,2.4805305,0.089071274,11.272557,35.077686,0.9989721,3.1551158,0.8838997,10.5838585,6.464114,443.77997
9.354995,0.46056643,0.4295663,6.8289237,0.08785289,24.530088,84.13565,0.99952585,3.265828,0.8684218,10.4172945,5.7936044,596.0471
7.6884556,0.46461248,0.22001395,2.1783586,0.07821987,12.361636,31.58053,0.9960973,3.3558428,0.66556025,10.477826,5.987626,977.9735
10.539098,0.49684164,0.42707926,2.3767798,0.117491424,11.016083,38.556854,0.99896646,3.169711,0.6593746,9.730766,5.1689854,474.44827
7.740759,0.42467138,0.2833634,2.0516758,0.07238721,27.96305,63.35412,0.9961862,3.3109775,0.67700946,10.375094,5.727112,1144.5532
8.1770935,0.5925577,0.21712965,2.4115593,0.086997345,16.385962,62.19969,0.9973123,3.297831,0.60693103,9.613252,5.2817802,533.30365
7.1024547,0.57487154,0.12140548,2.0461245,0.08083261,14.156774,29.56845,0.995717,3.400647,0.619707,10.535789,5.7166142,1117.4093
7.658052,0.41534874,0.26752597,2.290161,0.07710568,13.432971,32.34957,0.9954751,3.3305767,0.63807005,11.026012,6.040182,1140.3961
8.037714,0.5297485,0.19897449,2.1386616,0.082132235,10.156019,26.732512,0.99645597,3.2787747,0.60395503,10.050693,5.5121956,1023.362
7.182431,0.55805326,0.13885951,2.2658398,0.08002357,17.79591,39.730038,0.9961797,3.414548,0.6341243,10.320178,5.7272973,1023.9816
9.757909,0.33135396,0.5032677,2.3390326,0.08167019,12.803747,31.736082,0.9969331,3.2381458,0.82168293,11.234354,6.60047,686.93713
7.5288315,0.7074532,0.09521906,2.3348498,0.0808389,8.868871,27.077124,0.9966408,3.376173,0.57156885,10.070037,5.192941,763.4575
5.0289288,0.4380968,0.11600913,1.6909024,0.04262831,17.33741,61.60835,0.9906182,3.6410184,0.7356791,14.379592,7.093037,800.1465
7.505032,0.6546311,0.108916566,2.2077076,0.08108875,21.28611,71.56483,0.99667233,3.333251,0.5581317,9.626541,5.0892954,683.53534
7.5738144,0.5038776,0.21486531,2.1559408,0.07732304,27.386013,70.11921,0.996369,3.3337922,0.62083274,10.017264,5.471074,1118.2177
8.17619,0.5462287,0.24121255,2.3340323,0.08861131,15.779571,58.427814,0.99744713,3.2976615,0.6281064,9.682422,5.3549557,525.67993
7.2351,0.58874995,0.09490378,2.2385845,0.082662255,10.967724,28.771732,0.99631655,3.4083714,0.62051934,10.27616,5.66931,851.7255
7.1357145,0.5223699,0.15865302,2.1943853,0.072690405,26.47669,55.511158,0.9961364,3.430788,0.65035033,10.22475,5.7037945,1044.9471
7.5373487,0.6027596,0.12553936,2.2888079,0.08365862,12.698241,39.37303,0.9970931,3.3907576,0.6337236,9.825565,5.5226974,411.6748
9.6104,0.46968326,0.38581648,2.781626,0.08214247,11.946233,38.168118,0.998199,3.2471688,0.6391164,10.322618,5.548309,701.67664
7.865892,0.38307977,0.32928786,2.2066329,0.076000094,17.783506,38.36788,0.99574405,3.3436003,0.7086873,11.016241,6.2669578,1107.4229
10.241192,0.39349377,0.5045721,2.8821754,0.09047569,14.155671,39.666965,0.99822706,3.2291257,0.80177927,10.798376,6.1559258,613.1627
8.145691,0.6500948,0.23299892,2.4447663,0.08970377,31.897774,114.96093,0.9971517,3.286787,0.52036256,9.57452,5.01361,614.02435
9.96157,0.33090445,0.48805392,2.140598,0.07997543,7.8160186,24.394817,0.9966535,3.1910362,0.7147931,10.93423,6.3838153,855.8435
6.748896,0.4799587,0.18770699,2.1301293,0.07136626,23.020004,49.844166,0.9947631,3.445652,0.6662788,11.421518,6.0497103,1116.793
7.461304,0.43070313,0.27676913,1.9880776,0.06944705,35.302925,70.62615,0.9957239,3.3840744,0.7018858,10.694188,5.814625,1113.6289
9.880065,0.40191218,0.47233495,2.356252,0.078035615,7.6335106,23.129477,0.9969491,3.2132974,0.61540747,10.916004,5.9733443,846.9757
8.489616,0.6522705,0.2656894,2.4421244,0.09313402,26.600285,107.98309,0.9973607,3.2310975,0.541592,9.455215,5.021211,506.87482
7.2460146,0.5300772,0.15618339,2.1680882,0.0762051,13.784038,30.651022,0.99559814,3.4005682,0.6354233,10.739304,5.8599973,1138.3308
7.388961,0.56460404,0.13545033,2.1907938,0.08472975,12.129994,30.360428,0.9962997,3.3637462,0.6201235,10.165738,5.6603208,950.04865
10.443485,0.39313886,0.4531791,2.0884833,0.081267916,7.7266536,20.906853,0.9973523,3.1454864,0.64422214,10.291541,5.9507637,839.4077
8.115775,0.6261744,0.1506785,2.3128965,0.081836015,10.187782,35.08186,0.99713343,3.309386,0.59886724,9.676334,5.312677,496.38052
6.4162173,0.59368914,0.08418295,2.1954777,0.065255135,12.233586,27.39388,0.99406534,3.4883962,0.58180994,11.856767,5.811003,1224.8322
8.105969,0.6275865,0.14932933,2.2643151,0.0840717,10.08287,41.24411,0.997126,3.3053968,0.61043745,9.587636,5.340579,389.78485
7.934092,0.6254082,0.16735901,2.2669625,0.09031253,12.238496,56.392426,0.9971794,3.3232598,0.63010275,9.550224,5.325913,195.85371
13.032277,0.45821577,0.63423467,8.036277,0.08542013,5.377402,29.818386,1.0017104,3.1200135,0.7278453,12.102869,6.5923977,240.36305
8.216051,0.56315315,0.3205709,4.1283975,0.1272261,35.207386,109.04105,0.9984923,3.219592,1.0156704,9.707701,5.2231474,686.51263
8.217905,0.6774624,0.14726633,2.268498,0.08349245,9.813975,40.441296,0.9972889,3.3152077,0.58912635,9.565342,5.168142,222.33778
7.598331,0.5670549,0.17739277,2.1739569,0.081042774,31.719635,82.63843,0.9964607,3.3376648,0.5663283,9.895675,5.3362746,1082.8629
8.682364,0.48185787,0.31542084,2.3659477,0.09875033,15.696855,55.956985,0.9978536,3.2827015,0.7264062,9.766766,5.577663,513.06006
9.573315,0.46241236,0.38811752,2.324205,0.08413149,11.124903,36.411648,0.99791193,3.2232435,0.62234324,10.084673,5.452157,687.1317
6.7485704,0.510406,0.18202434,2.121802,0.06703452,11.897747,27.947462,0.99387246,3.4299865,0.6099845,11.926031,6.1162095,1191.5372
7.507678,0.45064363,0.22636667,2.1788807,0.078228585,20.894028,46.9818,0.9963541,3.3847842,0.71250117,10.42167,5.986991,963.0496
10.689705,0.49847782,0.41561824,2.452294,0.077304386,9.039165,31.387787,0.99878615,3.1431172,0.5731077,9.748519,5.0434713,477.29736
6.878634,0.6809766,0.09667182,2.2350972,0.07728135,17.535637,39.434654,0.9954862,3.5032864,0.6085579,10.907449,5.4881716,1061.3137
9.015198,0.51682705,0.2717111,2.2721908,0.08266096,9.986608,31.399315,0.99767154,3.2576995,0.6267561,9.741811,5.4401765,463.26202
9.038614,0.49714613,0.28746825,1.8694601,0.083443835,7.3752856,18.320126,0.9971239,3.228236,0.64206576,9.849512,5.7080317,649.68787
9.222786,0.31575474,0.50595903,2.4769332,0.06659798,8.038065,15.950652,0.99488723,3.2423487,0.77030194,12.660915,7.2764587,863.2286
8.587336,0.5476497,0.22230804,2.0425582,0.07775883,7.278502,18.939627,0.9966273,3.2475855,0.58046126,9.957633,5.470933,917.0661
7.6948566,0.58815503,0.15753445,2.2665048,0.08492754,13.293373,45.39173,0.9971793,3.3627508,0.6292459,9.77436,5.4569197,418.5757
9.318562,0.39280665,0.4090212,2.1331868,0.081040874,10.366585,27.168392,0.99693847,3.243335,0.68207955,10.484722,5.970694,820.25745
8.477911,0.76949865,0.18831523,2.5335076,0.08669414,17.36943,80.040504,0.9974635,3.2872412,0.5636617,9.398852,4.849892,118.28963
9.01674,0.36486247,0.40241054,2.038593,0.080315806,6.2707715,17.01686,0.9959799,3.223152,0.70953494,10.868898,6.3065357,998.8094
7.645955,0.59460974,0.13809234,2.1184907,0.073224396,5.7456822,14.772922,0.9954338,3.323742,0.55954903,10.5681715,5.5078483,1153.3652
7.66952,0.6614289,0.13578635,2.3502233,0.08246041,16.998476,56.936768,0.99709827,3.3803947,0.59111017,9.758941,5.2190237,503.99435
7.66893,0.6150485,0.13978216,2.4274452,0.08203699,14.613789,44.748116,0.9968047,3.3496978,0.59632653,9.911404,5.3700833,837.4882
6.9840865,0.7529521,0.082532555,2.40332,0.07588699,22.425865,52.332047,0.99575275,3.4729278,0.57682544,10.604027,5.152227,1114.6031
7.7669997,0.6970912,0.14182398,2.4314582,0.081884585,17.485247,62.139595,0.9969753,3.3554862,0.57226944,9.763147,5.0813184,604.4232
9.9482355,0.38346058,0.525808,4.1878977,0.084949814,9.584057,26.380817,0.9974399,3.2165735,0.7125817,11.756572,6.500465,740.57446
8.333656,0.55556405,0.19993743,2.0174909,0.090380885,7.2642684,25.557617,0.9972999,3.3035562,0.6497574,9.589995,5.6318913,326.41165
7.535616,0.5133623,0.19017288,2.2137344,0.08013483,24.630562,59.1943,0.9964954,3.3515913,0.62769884,10.05103,5.5410466,1046.3273
7.487797,0.65267986,0.100712985,2.3666043,0.08326839,11.024665,34.185993,0.99675983,3.3808856,0.59140277,10.01629,5.373393,778.74274
10.219781,0.45787516,0.4351929,2.4119673,0.09109712,14.577995,42.334366,0.99867207,3.2197595,0.66357625,10.069217,5.506995,551.2985
8.660473,0.43882298,0.41394514,5.2632227,0.07566073,22.298397,87.949814,0.99824727,3.3265834,0.76479256,10.810935,5.8468494,596.1677
6.478913,0.7404323,0.0616663,2.2392137,0.075712234,9.424998,25.636492,0.9945673,3.5213366,0.56127965,11.627153,5.27852,1278.4565
7.873753,0.65445274,0.119104,2.3054838,0.08003679,9.3582735,34.308914,0.9970002,3.3290496,0.58284855,9.779923,5.20043,604.6086
7.582238,0.59183365,0.16191103,2.4357047,0.07903836,17.330805,58.31753,0.9967278,3.3283498,0.5873891,9.900706,5.2893763,1008.77747
10.04201,0.4247799,0.40649498,2.2387195,0.084629826,9.219837,29.185627,0.9979625,3.1946695,0.6531816,9.977348,5.6996574,605.4796
8.190919,0.43614256,0.3015957,2.3326983,0.08495473,22.786491,63.106228,0.9975053,3.3401315,0.7392512,9.878794,5.58222,652.45123
8.83886,0.4689919,0.3114356,7.551439,0.09016947,20.847977,64.58875,0.99971247,3.2836936,0.6293903,9.875484,5.4980755,682.041
7.8849897,0.5458024,0.42025885,2.0541863,0.30464125,13.660041,59.668556,0.9967612,3.1225104,0.88169694,9.171819,5.3763814,494.25705
8.232006,0.5684443,0.24562898,2.4182224,0.08715809,24.568663,84.42264,0.99708456,3.2450411,0.56238425,9.572306,5.2315927,964.9599
9.022445,0.36412045,0.40206528,2.2196891,0.083584845,8.521144,22.74018,0.99639344,3.2381718,0.68445295,10.719706,6.183272,988.9506
7.288501,0.47361222,0.22086008,2.187826,0.07443717,13.474819,30.576805,0.9950191,3.3853695,0.6398772,11.223166,6.0832033,1186.3872
9.650485,0.30467942,0.48585954,2.1984506,0.07545797,11.534785,25.971846,0.99629146,3.2126539,0.9138876,11.876219,7.234707,705.3071
7.2966104,0.34755817,0.3760748,2.3539393,0.06570843,9.794046,19.679327,0.9933121,3.3427155,0.68177503,13.124914,6.890599,1197.5046
8.569078,0.38911298,0.4065668,2.088308,0.1626786,15.283123,56.286575,0.9971338,3.1898775,1.0204741,10.015237,6.077735,611.80115
11.606728,0.3624027,0.56047195,2.3678775,0.08551189,9.49953,25.193453,0.9983422,3.1276042,0.72154754,10.719425,6.410313,601.59467
7.1908116,0.5223106,0.1701696,2.2166066,0.0758281,21.606102,43.92342,0.9958454,3.4051645,0.64722997,10.578403,5.7747054,1164.3011
8.084947,0.58555293,0.17457816,2.24338,0.0861899,10.333772,38.928562,0.99724007,3.3114078,0.612796,9.6268835,5.3911552,376.80377
7.500325,0.4908101,0.19962217,2.2178621,0.07841728,9.7836895,25.283464,0.995404,3.3302605,0.5999399,10.788718,5.8124766,1207.1259
10.085583,0.66347694,0.35865146,2.5464568,0.0903515,13.314128,59.98461,0.9988659,3.185642,0.5805336,9.2895355,4.5923595,291.7061
6.4366465,0.680429,0.09344013,2.1359973,0.06441195,31.561451,66.75681,0.9946843,3.5432217,0.61415976,11.308225,5.4739633,1134.6532
7.4808497,0.40719178,0.28741616,2.1685896,0.07538605,14.1770735,30.536083,0.99505967,3.3637764,0.6760368,11.393309,6.2783012,1132.1519
7.2666636,0.46657526,0.21094276,2.2612345,0.076231636,22.237692,44.22932,0.9956721,3.393952,0.67040294,10.848331,5.9696774,1167.3093
8.590772,0.6239542,0.1694869,2.2034163,0.07980768,6.856302,23.783213,0.9971442,3.25578,0.55542856,9.702941,5.161812,654.4236
10.674461,0.47566774,0.43724084,2.3065953,0.10169467,10.555489,35.303623,0.9989751,3.1640213,0.656048,9.726354,5.2799,434.22513
7.781741,0.712684,0.10624367,2.3031511,0.078706756,7.399483,25.124342,0.9968101,3.3424056,0.5545964,9.914534,5.0550113,694.26776
8.8770685,0.44735125,0.3166268,2.2633872,0.111556366,10.290562,33.974506,0.9975355,3.269076,0.6953353,9.862457,5.7680693,598.15546
7.0054407,0.48845646,0.18887925,2.151855,0.06974708,24.399836,49.620922,0.99528545,3.4372995,0.67445195,11.080982,6.016132,1158.42
8.614639,0.50351876,0.311778,4.488298,0.087007694,22.274965,73.17935,0.9984445,3.2975714,0.6361395,9.876936,5.5351725,728.47644
6.7709026,0.5939998,0.08475298,2.1899867,0.07621444,10.817712,24.558681,0.9949594,3.4448965,0.60557336,11.086852,5.830237,1207.1196
7.8232226,0.62166554,0.18175735,2.448405,0.07962677,20.041636,70.20351,0.9968824,3.3150973,0.5729094,9.745791,5.15285,871.7506
7.734594,0.78179145,0.08679034,2.2677093,0.0824245,7.619162,22.8512,0.9967577,3.3817735,0.5513604,9.998072,4.994485,622.8003
7.6455297,0.37530074,0.3327126,2.179433,0.06943767,9.076833,24.64379,0.994207,3.3279915,0.6593191,11.953471,6.517938,1172.9446
7.554995,0.5147038,0.18344955,2.2505846,0.08102126,18.969282,49.27279,0.99673045,3.3648653,0.6360343,9.999141,5.5528855,867.294
8.630451,0.36244848,0.37950343,2.2292976,0.084006526,10.803847,26.244604,0.9961919,3.2900655,0.71317303,10.915999,6.3408093,963.64844
8.166595,0.58731115,0.22582552,2.4323058,0.08729861,17.962622,68.757256,0.99729687,3.2920027,0.59879476,9.605052,5.2602453,566.74286
9.24381,0.56561184,0.2520855,2.2895443,0.082239665,7.504373,26.587399,0.99770194,3.2119644,0.58162105,9.594612,5.233115,562.6865
9.763485,0.50308335,0.5393948,1.9432836,0.2773425,9.278119,33.110847,0.99819213,3.1198652,0.86230576,9.466894,5.3962226,537.89056
9.995474,0.3941925,0.44549447,2.1692784,0.07980896,8.430946,23.677458,0.99708515,3.1816247,0.6472462,10.492663,5.9998717,879.7765
8.214829,0.67525226,0.2564401,2.2736871,0.091850266,26.339172,110.98515,0.997033,3.262378,0.55102086,9.568711,4.9595766,363.9396
9.003943,0.6313351,0.22194265,2.3850367,0.085365154,10.21911,46.160698,0.99788815,3.2470543,0.5877044,9.4266,5.059492,239.86989
6.8468847,0.7646227,0.096789554,2.3619368,0.078341424,18.272083,43.463318,0.9954449,3.5135417,0.58538866,10.941606,5.104733,1137.4061
8.468739,0.42504296,0.34590372,2.3634305,0.08033832,24.939487,65.94234,0.9970478,3.2911022,0.74846363,10.182947,5.8165584,921.3916
7.7269,0.6126706,0.16444595,2.2864494,0.084836416,19.79819,71.97099,0.99697334,3.331027,0.58717483,9.616374,5.215186,524.7774
8.457103,0.6854007,0.18566045,2.4873781,0.082449965,12.210398,48.82893,0.99743164,3.285897,0.5774821,9.541857,5.1257186,548.3609
7.2964134,0.68966085,0.09921619,2.4035766,0.07903769,20.468513,49.54185,0.99636096,3.421124,0.5793928,10.210296,5.220672,1002.7348
7.3172026,0.46472353,0.2171379,2.3274307,0.06796936,9.507741,24.918535,0.99482495,3.3541434,0.59027046,11.35749,5.9274573,1255.9263
7.503164,0.50079274,0.20022702,2.217657,0.07807558,22.216234,50.993713,0.99643415,3.378431,0.6456466,10.192386,5.7048364,997.7372
8.570943,0.4709189,0.26801813,2.2945857,0.10068639,10.327657,37.084225,0.9974293,3.2723002,0.6787089,9.740044,5.679152,551.2866
8.603888,0.5950659,0.30638623,2.660439,0.08572286,24.771172,106.82058,0.99776185,3.256131,0.59524333,9.540914,4.990831,448.1696
8.415476,0.5913432,0.2985217,4.958898,0.09818047,35.129646,109.5112,0.99893636,3.293169,0.6172891,9.495504,5.0188823,581.54504
7.650187,0.6513374,0.10359621,2.056875,0.08075198,7.375857,21.110209,0.9965837,3.3395925,0.5770175,9.9396715,5.3604207,705.9939
8.194366,0.4670571,0.35748225,4.0123196,0.07719213,24.069363,89.8898,0.99772006,3.3313026,0.7183285,10.312856,5.631506,712.037
7.5921826,0.5239181,0.16892973,2.1751578,0.07712961,9.950774,25.571186,0.9958811,3.3497145,0.62621385,10.46599,5.7348285,1033.5593
