,cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season,year,month,day,hour
4024,276,15.5,15.5,82.5,18.5,3.0,0.0,1.0,1.0,2015,6,21,3
9658,914,5.5,2.0,78.5,18.0,3.0,0.0,0.0,3.0,2016,2,12,14
12628,190,14.0,14.0,82.0,8.0,3.0,0.0,0.0,1.0,2016,6,16,1
2098,2501,10.0,6.5,60.0,30.5,2.0,0.0,0.0,0.0,2015,4,1,17
3956,2392,15.0,15.0,63.0,20.0,2.0,0.0,0.0,1.0,2015,6,18,7
9796,3380,4.0,1.0,87.0,14.0,3.0,0.0,0.0,3.0,2016,2,18,8
5735,631,16.0,16.0,88.0,10.0,7.0,1.0,0.0,1.0,2015,8,31,14
13461,2528,19.0,19.0,70.5,9.0,2.0,0.0,0.0,1.0,2016,7,21,9
309,386,2.5,-1.5,72.5,15.0,1.0,0.0,0.0,3.0,2015,1,16,22
2572,1415,16.0,16.0,40.5,13.0,1.0,0.0,0.0,0.0,2015,4,21,12
16327,1114,6.0,3.0,81.0,14.0,1.0,0.0,1.0,2.0,2016,11,19,17
11056,1073,14.0,14.0,67.0,15.0,2.0,0.0,0.0,0.0,2016,4,11,13
2157,91,9.0,6.5,93.5,15.0,7.0,0.0,1.0,0.0,2015,4,4,4
17233,821,5.5,3.0,76.0,10.0,1.0,1.0,0.0,3.0,2016,12,27,11
17040,983,7.0,7.0,87.0,4.0,7.0,0.0,0.0,3.0,2016,12,19,10
10532,253,6.0,3.0,76.0,15.0,4.0,0.0,1.0,0.0,2016,3,20,1
2052,1044,11.5,11.5,42.5,28.5,2.0,0.0,0.0,0.0,2015,3,30,15
14052,72,15.0,15.0,82.0,5.0,1.0,0.0,0.0,1.0,2016,8,15,4
8250,737,12.0,12.0,88.0,13.0,7.0,0.0,0.0,3.0,2015,12,15,15
680,411,4.5,-0.5,65.5,31.0,4.0,0.0,1.0,3.0,2015,2,1,9
14041,3982,22.0,21.0,42.5,9.0,1.0,0.0,1.0,1.0,2016,8,14,17
11219,4163,8.0,5.0,66.0,18.0,1.0,0.0,0.0,0.0,2016,4,18,8
2251,54,10.0,9.5,82.0,6.5,1.0,0.0,0.0,0.0,2015,4,8,3
13807,1015,19.0,19.0,64.0,20.5,1.0,0.0,0.0,1.0,2016,8,4,22
10034,124,4.0,0.0,75.0,18.0,3.0,0.0,1.0,3.0,2016,2,28,7
11199,2518,9.0,7.0,48.0,12.0,3.0,0.0,1.0,0.0,2016,4,17,12
14330,1199,22.5,22.0,47.0,9.0,1.0,0.0,0.0,1.0,2016,8,26,21
16079,1619,8.0,6.0,93.0,11.0,7.0,0.0,0.0,2.0,2016,11,9,8
5392,2120,14.0,14.0,74.5,3.0,1.0,0.0,0.0,1.0,2015,8,17,7
15454,649,9.5,9.0,84.5,6.0,2.0,0.0,0.0,2.0,2016,10,14,6
893,552,4.5,4.5,90.0,2.0,4.0,0.0,0.0,3.0,2015,2,10,6
13108,2644,21.0,21.0,41.5,11.0,1.0,0.0,0.0,1.0,2016,7,6,16
2463,395,10.0,7.0,67.0,20.0,1.0,0.0,0.0,0.0,2015,4,16,23
8492,1680,14.0,14.0,82.0,25.0,7.0,1.0,0.0,3.0,2015,12,25,17
1691,774,7.0,4.0,76.0,17.0,7.0,0.0,1.0,0.0,2015,3,15,13
9696,51,4.0,2.0,87.0,7.0,7.0,0.0,1.0,3.0,2016,2,14,4
4435,716,15.5,15.5,79.5,26.0,7.0,0.0,0.0,1.0,2015,7,8,6
6892,922,13.5,13.5,79.5,10.0,3.0,0.0,0.0,2.0,2015,10,19,11
7997,567,12.0,12.0,72.0,28.5,2.0,0.0,0.0,3.0,2015,12,4,22
5014,3867,20.5,20.5,40.5,16.0,1.0,0.0,1.0,1.0,2015,8,1,13
7088,1990,16.5,16.5,72.5,12.0,1.0,0.0,0.0,2.0,2015,10,27,16
1613,2136,7.5,6.0,73.5,8.0,1.0,0.0,0.0,0.0,2015,3,12,7
7912,1919,14.0,14.0,79.5,26.0,7.0,0.0,0.0,3.0,2015,12,1,9
907,861,6.0,4.0,76.0,9.0,3.0,0.0,0.0,3.0,2015,2,10,20
8079,3002,14.0,14.0,82.0,18.5,7.0,0.0,0.0,3.0,2015,12,8,8
6509,101,11.0,11.0,88.0,5.0,3.0,0.0,1.0,2.0,2015,10,3,5
1030,134,3.0,0.5,100.0,8.0,26.0,0.0,0.0,3.0,2015,2,16,0
13295,1407,18.0,18.0,54.0,17.0,2.0,0.0,0.0,1.0,2016,7,14,11
10950,75,6.0,2.0,76.0,24.0,1.0,0.0,0.0,0.0,2016,4,7,2
7226,961,11.0,11.0,97.0,9.0,4.0,0.0,0.0,2.0,2015,11,2,10
863,122,3.0,-1.0,87.0,16.5,2.0,0.0,0.0,3.0,2015,2,9,0
10753,410,8.0,4.5,82.0,22.0,2.0,0.0,0.0,0.0,2016,3,29,21
1435,607,7.0,5.0,66.0,13.0,1.0,0.0,0.0,0.0,2015,3,4,21
15445,880,12.0,12.0,69.5,19.5,4.0,0.0,0.0,2.0,2016,10,13,21
16433,49,11.0,11.0,82.0,25.0,4.0,0.0,0.0,2.0,2016,11,24,3
10267,108,8.0,5.0,93.0,17.5,7.0,0.0,0.0,0.0,2016,3,9,0
6442,1212,15.0,15.0,70.0,25.0,2.0,0.0,0.0,2.0,2015,9,30,10
12627,302,14.0,14.0,82.0,11.0,1.0,0.0,0.0,1.0,2016,6,16,0
5114,3953,21.0,21.0,51.5,12.0,7.0,0.0,0.0,1.0,2015,8,5,17
15636,965,11.5,11.5,79.5,9.0,2.0,0.0,0.0,2.0,2016,10,21,20
295,3546,7.0,4.5,61.0,15.0,3.0,0.0,0.0,3.0,2015,1,16,8
2633,153,8.0,7.5,87.0,5.5,1.0,0.0,0.0,0.0,2015,4,24,1
15888,2269,10.0,9.0,100.0,9.0,3.0,0.0,0.0,2.0,2016,11,1,9
11557,956,13.5,13.5,79.5,16.0,3.0,1.0,0.0,0.0,2016,5,2,10
7900,518,13.0,13.0,88.0,27.0,7.0,0.0,0.0,2.0,2015,11,30,21
17271,79,2.5,0.5,93.0,6.5,1.0,0.0,0.0,3.0,2016,12,29,1
5345,538,16.0,16.0,74.5,17.0,3.0,0.0,1.0,1.0,2015,8,15,8
11802,1712,23.0,23.0,48.5,23.0,1.0,0.0,0.0,0.0,2016,5,12,15
4371,2550,21.5,21.5,55.0,12.0,2.0,0.0,1.0,1.0,2015,7,5,14
7530,297,16.0,16.0,72.0,43.0,3.0,0.0,1.0,2.0,2015,11,15,2
8516,549,14.0,14.0,72.0,31.5,3.0,0.0,1.0,3.0,2015,12,26,17
10769,1178,12.5,12.5,47.0,23.0,2.0,0.0,0.0,0.0,2016,3,30,13
13015,1716,17.0,17.0,64.0,25.0,3.0,0.0,1.0,1.0,2016,7,2,19
9887,28,11.0,11.0,94.0,22.0,7.0,0.0,0.0,3.0,2016,2,22,4
14072,135,15.0,15.0,82.0,9.0,1.0,0.0,0.0,1.0,2016,8,16,1
3152,2185,16.0,16.0,50.0,12.0,2.0,0.0,0.0,0.0,2015,5,15,16
16992,1026,7.0,5.5,96.5,8.0,4.0,0.0,1.0,3.0,2016,12,17,10
13485,2302,20.5,20.5,71.0,11.0,2.0,0.0,0.0,1.0,2016,7,22,9
4582,1123,19.0,19.0,75.5,16.0,3.0,0.0,0.0,1.0,2015,7,14,10
2448,4211,11.0,11.0,77.0,19.0,2.0,0.0,0.0,0.0,2015,4,16,8
511,226,3.0,-0.5,81.0,15.0,1.0,0.0,1.0,3.0,2015,1,25,8
4064,2356,17.0,17.0,52.0,29.5,2.0,0.0,0.0,1.0,2015,6,22,19
8852,285,10.5,9.0,85.0,24.0,7.0,0.0,1.0,3.0,2016,1,9,17
11283,186,8.0,5.5,84.5,14.0,2.0,0.0,0.0,0.0,2016,4,21,0
8093,564,9.0,6.0,71.0,19.0,1.0,0.0,0.0,3.0,2015,12,8,22
2231,1567,6.0,6.0,84.0,2.0,1.0,0.0,0.0,0.0,2015,4,7,7
1965,339,8.0,4.0,62.0,24.0,1.0,0.0,0.0,0.0,2015,3,26,23
4228,1757,24.5,24.0,39.0,16.0,1.0,0.0,0.0,1.0,2015,6,29,15
9702,849,5.5,1.5,73.5,21.0,2.0,0.0,1.0,3.0,2016,2,14,10
16933,472,7.0,5.5,93.0,10.0,1.0,0.0,0.0,3.0,2016,12,14,23
15296,2316,15.0,15.0,72.0,13.0,4.0,0.0,0.0,2.0,2016,10,7,16
1601,1621,11.0,11.0,72.0,6.5,1.0,0.0,0.0,0.0,2015,3,11,19
14816,2422,16.0,16.0,83.0,20.5,4.0,0.0,1.0,2.0,2016,9,17,16
4523,1182,20.0,20.0,53.0,19.5,1.0,0.0,1.0,1.0,2015,7,11,22
4607,1085,19.0,19.0,85.5,17.0,7.0,0.0,0.0,1.0,2015,7,15,11
8279,1033,14.0,14.0,85.0,12.0,3.0,0.0,0.0,3.0,2015,12,16,20
11712,1227,17.5,17.5,62.0,12.0,1.0,0.0,1.0,0.0,2016,5,8,21
9736,752,4.0,1.5,81.0,10.0,2.0,0.0,0.0,3.0,2016,2,15,20
16289,62,6.0,2.0,76.0,23.0,1.0,0.0,0.0,2.0,2016,11,18,3
3238,736,9.0,5.5,71.0,27.0,2.0,0.0,0.0,0.0,2015,5,19,6
15310,159,13.0,13.0,88.0,6.5,3.0,0.0,1.0,2.0,2016,10,8,6
5283,4122,21.0,21.0,57.0,23.0,1.0,0.0,0.0,1.0,2015,8,12,18
10821,3015,11.0,11.0,50.5,22.0,2.0,0.0,0.0,0.0,2016,4,1,17
13661,2394,20.5,20.5,66.5,19.5,2.0,0.0,0.0,1.0,2016,7,29,19
13649,2037,18.0,18.0,78.0,19.5,3.0,0.0,0.0,1.0,2016,7,29,7
2047,782,9.5,6.0,52.0,29.0,2.0,0.0,0.0,0.0,2015,3,30,10
13366,1631,23.5,23.5,67.0,19.0,2.0,0.0,1.0,1.0,2016,7,17,10
7615,422,14.0,14.0,61.0,32.0,2.0,0.0,0.0,2.0,2015,11,18,23
279,1249,8.0,4.0,53.0,29.0,2.0,0.0,0.0,3.0,2015,1,15,16
9393,512,12.5,12.5,65.0,29.5,3.0,0.0,0.0,3.0,2016,2,1,6
12072,915,15.0,15.0,70.5,15.0,2.0,0.0,0.0,0.0,2016,5,23,21
5388,69,15.5,15.5,74.5,5.5,1.0,0.0,0.0,1.0,2015,8,17,3
12083,4935,12.0,12.0,67.0,15.0,1.0,0.0,0.0,0.0,2016,5,24,8
5430,1031,18.0,18.0,64.0,11.0,1.0,0.0,0.0,1.0,2015,8,18,21
512,529,3.5,0.5,78.0,13.0,3.0,0.0,1.0,3.0,2015,1,25,9
4246,2496,23.5,22.5,40.0,11.0,1.0,0.0,0.0,1.0,2015,6,30,9
2758,621,8.0,5.5,79.0,14.0,7.0,0.0,0.0,0.0,2015,4,29,6
11322,777,10.5,9.0,77.0,23.0,7.0,0.0,0.0,0.0,2016,4,22,15
9871,1337,14.0,14.0,77.0,30.5,3.0,0.0,1.0,3.0,2016,2,21,12
5660,1375,19.5,19.5,50.5,20.5,2.0,0.0,0.0,1.0,2015,8,28,11
6974,826,13.0,13.0,63.0,7.5,4.0,0.0,0.0,2.0,2015,10,22,21
15422,615,11.0,11.0,88.0,13.0,7.0,0.0,0.0,2.0,2016,10,12,22
10221,20,3.0,0.0,78.0,12.0,2.0,0.0,0.0,0.0,2016,3,7,2
13476,480,19.5,19.5,78.0,8.0,4.0,0.0,0.0,1.0,2016,7,22,0
10603,143,8.0,7.0,76.0,6.5,4.0,0.0,0.0,0.0,2016,3,23,0
12940,1725,16.0,16.0,83.0,25.0,3.0,0.0,0.0,1.0,2016,6,29,16
8607,1114,13.5,13.5,55.0,29.0,1.0,0.0,0.0,3.0,2015,12,30,12
14853,159,17.0,17.0,73.0,6.5,4.0,0.0,0.0,2.0,2016,9,19,5
15554,1020,13.0,13.0,74.5,27.0,7.0,0.0,0.0,2.0,2016,10,18,10
12762,1752,20.5,20.5,58.5,20.5,3.0,0.0,0.0,1.0,2016,6,21,15
2928,3911,11.5,11.5,72.0,29.0,2.0,0.0,0.0,0.0,2015,5,6,8
9273,530,13.0,13.0,82.0,31.0,7.0,0.0,0.0,3.0,2016,1,27,6
15222,1481,17.0,17.0,68.0,30.5,2.0,0.0,0.0,2.0,2016,10,4,14
14826,364,15.5,15.5,91.0,9.0,3.0,0.0,1.0,2.0,2016,9,18,2
10696,626,8.5,4.5,73.5,30.5,2.0,0.0,1.0,0.0,2016,3,27,12
14880,4934,16.0,16.0,83.0,8.0,3.0,0.0,0.0,2.0,2016,9,20,8
2064,1635,11.0,11.0,58.0,48.0,3.0,0.0,0.0,0.0,2015,3,31,7
10219,100,4.0,1.5,70.0,10.0,1.0,0.0,0.0,0.0,2016,3,7,0
4297,1510,24.0,24.0,61.0,6.5,2.0,0.0,0.0,1.0,2015,7,2,12
5968,2349,13.5,13.5,88.0,2.0,1.0,0.0,0.0,2.0,2015,9,10,7
11404,65,5.0,2.0,78.5,16.0,1.0,0.0,0.0,0.0,2016,4,26,1
6525,598,13.0,13.0,77.0,7.0,3.0,0.0,1.0,2.0,2015,10,3,21
13413,2549,24.5,24.5,65.0,11.0,1.0,0.0,0.0,1.0,2016,7,19,9
17387,233,2.5,-0.5,78.0,11.0,1.0,1.0,0.0,3.0,2017,1,2,21
15564,1226,11.0,11.0,58.0,29.5,1.0,0.0,0.0,2.0,2016,10,18,20
16248,1096,13.5,13.5,69.5,26.0,2.0,0.0,0.0,2.0,2016,11,16,10
3851,927,18.0,18.0,68.0,8.0,4.0,0.0,1.0,1.0,2015,6,13,22
6527,704,12.0,12.0,82.0,8.0,4.0,0.0,1.0,2.0,2015,10,3,23
13697,572,17.0,17.0,66.0,11.0,2.0,0.0,1.0,1.0,2016,7,31,8
11292,2057,10.5,9.0,77.0,21.0,2.0,0.0,0.0,0.0,2016,4,21,9
15230,614,15.0,15.0,74.5,24.0,1.0,0.0,0.0,2.0,2016,10,4,22
10651,130,9.0,6.5,94.0,16.0,7.0,1.0,0.0,0.0,2016,3,25,0
14610,132,17.0,17.0,77.0,9.0,1.0,0.0,0.0,2.0,2016,9,9,2
12531,710,17.0,17.0,83.0,8.0,1.0,0.0,1.0,1.0,2016,6,12,0
13004,619,15.0,15.0,65.5,27.0,2.0,0.0,1.0,1.0,2016,7,2,8
17282,1122,7.5,6.0,81.5,8.0,1.0,0.0,0.0,3.0,2016,12,29,12
8150,1588,11.0,11.0,74.5,24.0,3.0,0.0,0.0,3.0,2015,12,11,7
1464,74,8.0,5.0,64.0,15.0,4.0,0.0,0.0,0.0,2015,3,6,2
2599,1215,14.0,14.0,63.0,29.0,3.0,0.0,0.0,0.0,2015,4,22,15
5454,481,16.0,16.0,88.0,13.0,7.0,0.0,0.0,1.0,2015,8,19,21
15300,1048,14.0,14.0,77.0,9.0,3.0,0.0,0.0,2.0,2016,10,7,20
