fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Id
9.802364,0.7072727,0.42150658,3.7757082,0.083714,22.660837,61.5752,0.9967412,3.4474,0.7812221,11.1687,5.4070563,1279.0472
6.9312477,0.3521791,0.38439426,3.8239424,0.039593227,9.2636795,47.33869,0.99856573,3.31537,0.49111,10.00905,4.980819,351.7615
6.562683,0.36144668,0.45972213,2.2620726,0.12565866,6.2927685,62.49831,0.9984135,3.2337584,0.48976326,9.876877,6.107368,351.76465
8.765924,0.7037609,0.08191393,1.2531497,0.070868485,11.808821,21.93093,0.9985552,3.1757455,0.7948218,11.26013,6.4505677,550.81116
7.574459,0.55252796,0.36531857,2.2552257,0.042143237,6.1088448,76.54276,0.9951225,3.3244615,0.49101225,11.20285,4.938447,366.73166
9.591511,0.70700675,0.45936036,2.4992287,0.10165304,24.317293,76.75734,0.99612594,3.2094104,0.53219503,9.832643,5.0142694,1277.9406
8.880251,0.35224888,0.3360187,3.7535057,0.03921888,18.905941,14.811392,0.99804235,3.4435236,0.7034286,9.38261,5.2625866,354.92413
6.5707874,0.39287966,0.43065766,2.6432385,0.09002135,6.248602,76.90038,0.99645656,3.2233787,0.4909825,11.369913,5.422853,352.4265
6.589649,0.53873664,0.45616978,3.342047,0.10676144,24.392666,64.71205,0.9975399,3.1637392,0.4901926,9.380851,4.92957,351.14233
6.838689,0.43952608,0.30106738,2.1672268,0.10889516,6.106694,77.46687,0.9973897,3.2813654,0.49171355,11.294935,5.2338457,356.07523
6.5665674,0.35388482,0.45077646,3.0939956,0.12470286,5.501301,70.96333,0.9966295,3.45105,0.50425184,11.510735,6.0677357,360.0324
9.893357,0.45502496,0.072178036,1.4583933,0.047329973,24.933655,14.013468,0.9957007,3.2417436,0.82136095,9.449855,4.8733306,759.712
7.5004306,0.7088194,0.24505316,1.2217606,0.063838236,5.6162043,43.530308,0.9977964,3.3512604,0.5223977,11.510457,6.345734,1198.7534
9.894979,0.38821214,0.34441623,2.6460671,0.08161046,11.652877,66.732735,0.99495506,3.4344697,0.683488,11.295362,5.068117,1233.4171
9.935651,0.70990366,0.45531893,3.18627,0.118273616,25.077927,50.822945,0.99541366,3.2506084,0.81633353,10.354627,5.821114,1279.9683
6.787244,0.3855909,0.1343711,3.2131934,0.041525938,8.423757,30.364277,0.99858457,3.3829725,0.65267885,11.466609,6.4397354,360.16196
9.938814,0.4344309,0.0796954,2.1941566,0.03920021,16.40462,14.179012,0.9985577,3.464684,0.8210215,10.089964,6.423257,1011.776
6.7013326,0.55650723,0.2958641,1.8817865,0.0630666,9.92916,76.983795,0.9982489,3.175941,0.54951173,10.994859,5.729858,381.9666
7.2856913,0.39106613,0.42859972,2.5296412,0.13038957,16.310715,42.850437,0.9948265,3.3916855,0.51650304,10.164034,5.682689,365.93732
9.391677,0.35250324,0.29801506,3.7536213,0.039112296,12.725636,25.678326,0.9979544,3.4598277,0.52108425,11.41513,5.0152116,358.86267
6.654575,0.70509076,0.46013558,2.163186,0.08434974,7.4771223,73.7854,0.99602765,3.3412828,0.7305444,11.469313,6.06691,1232.5717
9.4403105,0.68103564,0.21970238,1.220554,0.12576237,23.703278,25.520576,0.9972668,3.2562542,0.8175705,9.569896,5.7044425,1278.2866
9.878499,0.638817,0.08972815,1.5593588,0.053397004,6.691901,40.53231,0.99483824,3.3205428,0.8203494,11.258279,5.920387,1176.0227
6.566801,0.3680438,0.38286528,3.3363578,0.057897713,22.93407,18.888802,0.9985912,3.4478667,0.505588,9.401367,6.4695525,352.07675
8.516594,0.6709634,0.10619497,1.2841777,0.118609786,7.258336,52.397705,0.99853104,3.2147102,0.80652434,10.868951,6.244617,1255.2667
9.225638,0.51414204,0.11403832,1.342113,0.039277077,13.612641,14.0888,0.998592,3.443597,0.82146513,9.618489,6.3808126,1148.8215
6.597037,0.67633754,0.1618149,1.2435069,0.05338979,5.7912636,75.994804,0.99859095,3.271766,0.501196,11.486374,6.4725337,368.38446
6.58152,0.69880915,0.4574651,1.5091801,0.13349205,12.100974,30.000845,0.9973714,3.4072516,0.7256785,10.519359,6.4305615,699.3532
6.641686,0.70898336,0.45069304,1.6660124,0.100026086,23.897697,16.952028,0.9984534,3.3895023,0.78416467,9.385111,6.45469,822.84564
9.822149,0.6258273,0.09108651,3.5451868,0.039156258,25.803972,58.09572,0.99849457,3.432276,0.81653196,9.367278,6.228541,1263.6863
6.919755,0.42083168,0.4170446,3.4318085,0.0650967,11.771187,54.039276,0.99598384,3.3065445,0.5234986,10.424077,6.29605,930.7521
6.5944715,0.692016,0.46036384,1.7551014,0.13016602,25.765335,34.015633,0.9951765,3.1709595,0.4908713,9.365027,5.9407477,436.69666
9.277257,0.6963291,0.24514118,1.4320142,0.11346995,7.025257,75.69225,0.99659854,3.3289173,0.76014566,11.472821,5.8401437,559.68274
9.951506,0.7094306,0.2759712,3.0455596,0.039732967,25.833817,34.523106,0.9985905,3.4491377,0.81259596,10.142366,6.4644284,1257.5874
6.580809,0.35334706,0.11847252,3.8229942,0.13197808,17.312923,15.216673,0.9961123,3.3369403,0.73758507,9.44491,4.940777,355.7427
6.5636654,0.35280728,0.4520765,3.7897725,0.09197883,10.08302,18.775393,0.99819565,3.4593,0.4914698,10.804886,5.965932,351.61057
6.7526107,0.38506737,0.20174599,3.0417094,0.064320765,8.450183,19.099216,0.99758583,3.4166098,0.55727565,9.381835,6.303914,386.48712
6.598418,0.68602955,0.44863608,2.063497,0.13376845,20.015026,18.507795,0.9972451,3.398012,0.73939395,11.254451,6.473954,975.6646
9.555205,0.5168806,0.4247985,3.6491477,0.03960831,21.060026,53.913788,0.995153,3.2858624,0.50002897,10.653291,5.1806946,1009.8548
9.941255,0.6224104,0.07139374,3.1420178,0.043225836,25.863804,25.515598,0.9959148,3.1691446,0.80120367,9.386751,4.9185157,1096.5367
7.47686,0.45308167,0.34588438,3.7764416,0.039154954,10.712251,77.24664,0.99851406,3.1842403,0.49753466,11.048571,6.1292686,366.7911
6.666676,0.4253932,0.30050045,3.7629054,0.1277491,15.470014,38.53833,0.9983891,3.4317384,0.81053126,10.921525,5.398552,1033.7437
6.6987295,0.35507023,0.12749898,2.2470078,0.0494597,6.7143908,16.262989,0.99721986,3.4326837,0.51864785,10.007872,6.182168,374.7803
7.650122,0.7014346,0.43845883,1.4908063,0.13288845,6.4685917,66.0964,0.99523616,3.1730437,0.7921235,11.380218,4.8529387,1014.6975
7.8292513,0.7090999,0.44067794,1.7027582,0.13388252,15.506026,27.82176,0.9947826,3.1645865,0.81810904,10.184828,4.8405957,1274.8871
9.631231,0.35749802,0.07112171,1.262462,0.039262,13.016993,14.099773,0.9985932,3.3302286,0.8212221,9.3672085,6.461761,541.3718
7.6125646,0.35350078,0.15027517,1.6216207,0.05537217,10.541598,16.889486,0.99814314,3.4411204,0.7557803,9.870631,5.122006,354.02982
6.8457537,0.46664158,0.2747252,1.2925738,0.104466856,8.488448,68.413506,0.99854845,3.3842363,0.62930244,10.341891,6.315481,556.1546
6.690667,0.38198116,0.43104327,3.5833683,0.0629633,25.04388,13.992466,0.99857116,3.4087543,0.8057915,9.365196,6.424335,363.70477
7.3723216,0.43996957,0.10437518,2.1990125,0.040594414,21.732182,14.447592,0.99835753,3.4558647,0.78650904,9.503674,6.461772,1025.1447
7.6175623,0.6943619,0.4519544,1.5372989,0.1331744,8.937951,52.975178,0.9955264,3.1646678,0.8011022,11.38463,6.1565847,1257.5469
9.918733,0.7082571,0.21734224,1.3477969,0.12815827,24.82573,18.00108,0.99642295,3.3426385,0.8079084,11.041613,6.468435,1278.8025
6.620635,0.70282936,0.4597829,3.7649047,0.13377872,15.3991375,58.93114,0.9948725,3.3372638,0.7942163,11.072966,6.266857,1121.6549
8.951969,0.6813707,0.39402494,1.3181444,0.07910468,8.782499,74.02394,0.9966193,3.2200875,0.6293104,11.017081,6.4352345,1170.9312
8.445978,0.47655675,0.34626997,3.802321,0.10239481,25.39382,46.881382,0.9951925,3.2524369,0.72295386,9.394187,4.8494515,702.4686
6.582599,0.50827587,0.4557837,3.760819,0.07568214,21.743319,76.5457,0.99858725,3.2488043,0.49519432,10.6623125,5.0785637,391.7362
6.7841735,0.5038295,0.39718023,2.4575784,0.08717338,7.8168583,75.42344,0.9984239,3.4300897,0.49635908,11.331121,6.229691,617.55554
6.602422,0.4093459,0.33124092,1.8918674,0.13186784,5.850174,71.05384,0.9951541,3.174389,0.4925527,10.422214,4.844399,360.58994
9.894812,0.36329168,0.14052048,2.888926,0.040198267,25.603432,14.651545,0.99814504,3.4624968,0.70260155,9.643551,6.4754453,1015.46545
8.708672,0.7069494,0.39384696,1.3346288,0.12723552,5.541812,71.691895,0.9975425,3.331709,0.8212116,11.5111265,6.352782,1273.5961
9.862865,0.48026282,0.12272857,2.2783718,0.039350737,17.97263,37.206455,0.9985583,3.4491642,0.723132,11.480142,6.399227,966.9731
6.689062,0.3797689,0.33857346,2.4240813,0.10992713,6.188389,76.94028,0.9949473,3.178677,0.49381253,11.411738,5.2107844,354.56784
8.945336,0.6991498,0.43691903,3.4745603,0.13236254,7.8520684,55.386864,0.9947715,3.1801865,0.7129792,10.245236,4.8752427,1249.1338
9.953452,0.6872606,0.086275846,2.2034385,0.072385915,25.573206,15.110617,0.9955001,3.4177628,0.8216903,9.365215,5.0942454,1279.49
6.5826573,0.3528808,0.101627305,2.7272832,0.041145716,21.52062,17.080282,0.99859256,3.190787,0.7009572,9.387051,5.825613,352.33704
9.638195,0.5001809,0.10015148,3.6661763,0.05072239,18.25322,19.962366,0.9967345,3.4344444,0.8042168,9.39875,5.1288013,822.3339
6.56499,0.70589286,0.46042743,1.3341788,0.08336344,9.269412,67.266464,0.9985225,3.1804452,0.64768463,11.404002,6.3722672,999.26544
8.303034,0.67243385,0.39786983,3.0885587,0.11898184,5.9591675,64.665634,0.9956652,3.191592,0.5133174,11.499354,5.586771,1271.1128
9.893016,0.37517655,0.11075245,1.9113244,0.04051966,22.809975,14.165155,0.9983196,3.393993,0.8049275,9.391423,5.5901303,1255.5696
8.29088,0.7088445,0.09792201,1.2203785,0.040292233,5.5383234,76.83952,0.9985912,3.389283,0.7128106,11.473194,6.45937,1058.5317
6.5660086,0.6863816,0.4606609,3.017781,0.13384138,5.8010073,77.73062,0.9985506,3.321805,0.49166688,11.508837,5.9783,1111.6963
6.7363057,0.35308933,0.29261974,2.1149497,0.042214986,13.357479,27.862783,0.99853206,3.463106,0.49221367,10.080186,6.2055225,354.43762
7.073337,0.64413637,0.46031275,3.509863,0.11035943,19.88877,14.63896,0.9949205,3.2294185,0.7233181,9.368999,5.4306383,523.57245
6.629597,0.5721968,0.37989748,2.6783323,0.111631766,5.7184935,71.28991,0.9978876,3.2583141,0.4940722,11.510348,5.341679,820.6492
6.6267734,0.4147052,0.44558117,3.598117,0.09548092,14.422468,51.213852,0.99838483,3.3690631,0.6913752,10.088983,6.067802,413.13943
9.362318,0.4550312,0.33897045,2.621796,0.1213095,7.013605,70.7107,0.9958584,3.2008514,0.49397323,11.016142,4.9496527,841.58344
6.735149,0.35334837,0.09290002,3.6144094,0.11044291,5.523636,77.12866,0.9970369,3.318844,0.49151912,11.437864,4.8498583,356.5788
9.037884,0.35408664,0.08879149,1.8700798,0.040336944,8.797966,26.21218,0.99834454,3.332221,0.8159274,9.739384,4.929482,399.94998
6.6770062,0.6784965,0.43185204,1.2474445,0.13382605,11.665069,40.730335,0.9949159,3.1631687,0.72976124,9.375146,5.2488217,719.9584
7.4302464,0.63131106,0.45140475,3.74937,0.124275394,24.832521,45.038025,0.99531966,3.4487154,0.749396,9.381081,6.3069725,1216.2517
7.249317,0.3546476,0.114177585,1.3882385,0.07881278,15.863392,15.413313,0.9968243,3.3841405,0.5014906,9.535697,5.638573,381.97302
6.5835733,0.5110132,0.3645009,2.1575103,0.042511586,6.0208025,42.42477,0.9982347,3.2915802,0.49278522,11.4789505,6.3765855,356.02182
7.051266,0.70516264,0.4596433,3.046218,0.13370858,20.349625,69.5814,0.9954247,3.2165558,0.68739504,11.252893,5.341035,1179.341
6.593835,0.6274541,0.43852222,1.2199315,0.13342746,6.6292725,21.131664,0.9984679,3.169052,0.66757727,11.40987,6.075415,362.31244
