Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
376.14236,40.831055,89.888824,4460.391,5.336049,4.867221,1983.6124,1970.2465,209.59857,38.819046,-52.981323,508.92105,637.26654,912.077,695.7621,-32.978714,1137.0853,0.75957906,0.18572316,2.0646048,0.6159955,2.113234,1.0169415,5.1025605,0.40438968,1984.6003,1.6196116,391.58707,86.606224,-10.133948,-32.731327,29.86994,48.021805,31.829636,-393.56592,5.067236,2008.7472,254434.72
467.61566,22.965134,91.14899,2739.185,7.47743,4.492221,1950.9188,1981.2064,259.25873,-10.39775,-86.15229,1008.4604,1473.3198,1530.9507,370.13098,-27.293295,1633.5397,0.38831887,-0.14081207,1.9445909,0.88038284,2.8107243,1.0170661,4.9810224,0.18708959,1988.9209,1.0457109,536.23486,-31.175465,-7.2695107,-31.78494,34.616425,-29.71234,39.31936,484.637,8.167675,2009.072,220849.5
782.1572,55.46069,88.544785,18440.916,4.8892393,4.6304407,1999.5234,1976.5433,91.47594,772.217,-53.539246,511.25217,1479.7101,1545.0846,173.22562,3.8558128,1930.1749,-0.07256131,-0.013952111,1.2075435,0.34646934,3.6884713,1.2730584,7.772966,0.98073524,1957.6302,2.097707,646.5983,221.52188,72.54295,29.99629,21.44565,-16.926641,4.345518,-216.90579,6.8021364,2007.5718,123618.72
1146.96,15.281566,83.50816,1305.9673,7.4492793,5.1504526,1994.997,1964.263,270.14343,307.83246,24.652048,1016.3705,829.2002,1472.8823,699.5748,32.557915,1957.3636,0.73588467,0.15265937,1.4177768,0.138685,2.37477,0.8307951,5.980597,1.2086815,1971.7819,1.0766438,346.24692,64.31377,71.50037,57.8632,24.860909,53.616158,-20.615192,293.647,8.675596,2008.064,178825.62
989.6823,32.66359,83.16028,19660.994,4.9293394,5.98947,1977.3821,1973.4462,228.44032,788.98126,-12.289669,155.79248,1126.4977,1501.861,386.42224,-12.024557,1043.7787,-0.022887604,0.29228497,2.0105045,0.18378733,2.6985686,0.8818026,7.2875752,1.1928763,1997.1248,2.0095239,352.6186,76.711784,-15.005279,35.109806,-8.627852,-35.726254,40.989067,125.74535,4.738838,2006.5529,185757.69
872.36224,53.744335,74.3258,20339.379,5.258835,6.2681518,1998.7906,1972.4377,187.54863,245.32858,-76.72466,282.74268,1058.5449,1417.0636,756.9041,9.199787,1030.8937,0.78969043,-0.12302608,2.1028302,0.7884109,2.9709334,0.9646295,7.967439,1.2555115,1994.1803,1.6871631,669.6085,175.50984,-6.3040147,-11.999918,-11.061343,70.05135,25.596428,532.3367,3.7295272,2006.605,138198.38
1002.91547,19.112125,74.32901,2902.878,5.2825155,4.5842237,1977.7742,1990.8276,32.86534,25.90874,51.553627,439.83475,765.09454,895.8175,167.05467,36.32369,1740.3815,0.5367033,0.141843,1.7545598,-0.01916254,2.2571032,1.1113712,6.3441815,1.0575835,1955.2643,1.4003435,570.02637,114.10078,-11.455134,9.801107,-6.033457,-33.997753,-31.838646,-407.11484,8.443523,2007.8705,181239.62
1013.6695,24.724777,67.99877,20785.766,6.2155614,6.3621154,1973.4552,1974.1029,35.69876,816.21326,-83.443214,223.70575,1379.1742,1480.5177,526.8778,51.57172,1145.6631,0.8135809,-0.15317924,1.970394,0.7388889,2.9015236,1.1290587,7.5134616,1.2483964,1962.1459,1.6710585,324.59912,56.902943,82.22549,25.87353,30.914907,-2.7216618,26.50647,582.7636,4.258318,2006.5287,175824.94
684.084,47.62827,88.84627,20577.316,7.466611,5.7244205,1974.4746,1972.1761,260.5838,65.07555,-41.860382,333.76218,1205.2578,1531.5331,688.42694,13.853649,1059.4434,0.67709446,-0.13847494,1.3927162,0.3184669,3.5818408,1.180899,5.991669,1.0475202,1958.9005,1.1729164,625.92084,204.47498,74.61382,46.71491,34.88582,67.083496,17.177774,478.21567,7.332041,2007.3875,191637.89
447.0106,87.6851,77.859406,1723.06,7.0433235,4.5599914,1961.8768,1982.749,271.84534,255.16098,93.00985,1009.5375,756.1618,1170.2728,578.6677,-40.23815,2015.5457,-0.02303298,0.28748566,2.0330064,0.1839218,2.0969074,1.1388692,5.0110583,0.028443191,1996.1024,1.1075687,663.6411,9.641055,-15.854209,-25.39572,-7.293004,-10.49698,-24.888853,-124.316376,8.799583,2008.9242,163146.33
817.0684,14.502284,91.42056,12437.38,7.48509,5.2490125,1940.5115,1964.4082,247.47159,11.758439,-0.955799,1016.1594,1369.6868,840.6191,165.57648,25.412525,2047.9254,0.3056689,0.29112652,1.7122718,0.80527556,2.375371,0.8484153,5.037832,0.3114612,1974.7577,1.0759612,614.89954,48.544163,-15.623504,81.4306,9.462098,68.503,44.24032,366.331,7.247329,2009.031,254701.75
956.7863,23.76189,91.72543,6358.9214,7.117287,4.8284397,1966.024,1966.7831,196.34464,671.69116,-3.7669907,1012.59625,681.3291,1506.565,497.46863,39.255013,1495.151,0.8968139,0.0051504252,1.2180799,0.5916546,2.2538612,0.89957225,5.133632,0.85624087,1963.8802,2.1156664,389.33142,145.01207,-0.53763455,0.86245,34.559814,58.84453,15.487298,268.85034,8.107914,2007.2646,163432.2
553.4941,22.765041,88.60221,3555.3062,7.420585,5.574954,1948.4617,1966.3752,114.23799,380.61136,-18.79652,540.22107,1209.6381,1309.679,393.9699,47.020515,1992.6835,0.33445233,-0.144731,1.1458541,-0.043078993,2.6928003,0.8752497,5.5294514,1.2417814,1986.4851,1.8310668,638.7748,93.14076,75.78711,80.98848,27.395163,69.07165,9.592402,272.8582,8.808352,2008.2776,112742.266
905.54346,84.14907,88.274345,21442.236,5.495498,5.655939,1952.3859,2003.2086,-65.20525,3.4172525,77.10742,124.976654,1315.278,1532.0858,299.82895,11.0358305,1009.8175,0.9434998,-0.17174491,1.9723213,0.054691162,3.6842566,1.1652081,5.1578135,0.69867265,1954.9784,1.1147372,297.7932,-30.471226,61.395584,38.278,5.6899705,-11.364436,24.354496,-112.54683,6.8996587,2006.7975,196158.84
742.0425,52.63675,68.12981,4538.06,6.1609836,6.583835,1977.4331,1999.4761,23.61268,143.64262,140.60109,230.23074,1070.9642,963.2587,126.52199,11.166161,1083.3213,0.6847204,-0.16763729,1.1785024,-0.11123252,2.2628357,1.1640594,8.122659,0.7934391,1999.7688,2.1006465,407.70276,-22.59602,117.869644,-20.847296,14.301667,-1.0418638,29.47045,-487.90067,4.695654,2008.3612,149807.94
882.482,89.20067,83.138565,17926.791,5.0337644,5.139336,1979.9924,2000.9369,272.09814,236.73958,74.1802,602.61334,634.6397,964.12646,608.3734,-31.98702,1032.1613,0.29662877,0.2889663,1.0904385,0.63088053,2.6565547,0.88740796,7.8463826,0.4782092,1959.3147,1.5810304,347.02728,202.83821,-17.004179,20.857143,11.777442,-37.684555,33.173283,-444.93524,5.8638034,2006.8438,197579.45
935.6102,42.80802,86.538925,21116.56,6.3208933,5.860893,1997.0533,1964.6338,128.65579,302.26105,29.61054,200.65436,1433.7377,1464.8734,789.48663,23.904945,1098.197,0.68827516,-0.17716946,2.0878649,0.56061053,3.5519693,1.192503,7.442834,1.2466122,1955.9404,1.2328421,551.7633,26.855747,-2.6603343,81.67077,23.928583,70.43327,14.046509,569.00726,4.5907755,2006.6309,106266.46
1084.2656,21.425045,50.387638,13793.91,7.2787533,5.4790964,2000.84,2001.3981,100.014824,431.70035,-53.199387,198.19766,745.75,995.4317,688.9435,26.936441,1086.3094,0.93417925,-0.14669105,1.1009415,-0.060784344,2.9637682,0.9077524,7.0775404,0.43987513,1954.7274,2.1866074,676.3114,211.93358,118.837135,-29.633406,21.039124,43.83763,-31.188461,-488.09085,7.475558,2006.6509,204480.44
357.48962,49.624573,89.091156,147.31204,7.4396334,4.5745296,1981.4326,1988.2671,22.448092,95.69917,-58.4775,727.29724,1444.0326,1094.1237,630.77997,-27.839495,2031.0648,-0.027375596,-0.06362905,1.4171655,0.7388957,2.1752725,1.1681186,5.2326937,0.50876874,1973.8021,1.5331769,593.6854,-13.2473955,-8.542281,27.994959,27.20021,-13.871749,10.785397,-411.1248,9.017039,2009.1226,117681.3
639.57324,97.33488,75.26408,4758.577,4.8969665,4.9290924,1998.903,1969.7393,-48.71142,425.81982,-42.00387,1004.16266,1216.7865,1472.5549,472.6828,51.191742,1868.9514,0.5767802,-0.12805991,2.015722,0.82049143,3.2398067,0.8582493,7.8939466,1.1240575,1973.396,1.33748,544.91864,-6.279301,118.15484,-4.293054,29.50779,12.124706,-38.158253,447.25177,8.118859,2008.2177,258322.81
530.47687,16.86377,56.921513,1630.6519,7.340217,5.5683737,1971.1642,2002.087,251.63864,101.3506,159.78973,947.8639,695.8585,1347.3923,-5.101304,-35.55636,1566.0988,0.3238998,0.28241345,1.0359391,-0.106675535,2.3871133,0.94496524,7.18215,0.3349478,1976.1005,1.8005775,571.93036,23.771633,28.495247,0.99766004,5.72458,-39.862633,23.71621,-496.68533,8.763032,2007.6598,190372.95
600.39746,19.621857,78.20255,17976.084,5.5953875,4.805588,1971.1025,2004.4973,-15.394599,856.6437,-4.2100906,382.66458,1429.3859,1531.0939,-9.802445,26.802708,1851.5555,0.7143962,-0.15897626,1.0674305,0.039836105,2.755784,1.2647727,5.077304,0.11298087,1965.2949,2.4856992,434.27826,134.67006,11.833516,-1.170549,30.804464,-26.313414,0.6916116,-367.6743,8.529475,2007.9175,106507.77
1046.2395,24.1408,54.095066,13197.371,4.935139,4.6102476,1998.5588,1988.9159,237.18387,162.93315,23.915457,182.8548,691.62384,904.69354,242.79001,47.944637,1342.765,0.28265277,0.16684781,1.4411993,0.0043471716,2.4867907,1.0879005,6.4542303,1.2351995,1975.028,2.1061819,622.5951,198.48598,100.43372,61.64723,1.8078599,-17.153612,22.570627,-425.0998,7.051845,2006.7211,158192.7
356.41675,85.644875,91.720924,12469.943,6.7406883,5.2694044,1964.7201,1976.9371,73.93978,89.71266,155.29565,135.74088,1391.6691,974.6212,272.72913,-16.251287,1239.223,0.78077555,0.16935983,1.0623356,-0.10612926,2.9477704,0.907517,7.0730596,1.0608554,1964.6533,2.284266,629.53546,203.62029,104.48935,77.53791,34.536057,70.2216,40.94575,-394.1222,6.5864663,2007.2072,104982.53
530.1589,97.433014,48.92298,6436.072,4.863916,5.752401,2000.78,1999.6783,237.65366,819.50494,-94.540184,724.6669,1435.3557,1542.1943,224.7962,-41.53804,1995.084,0.10681544,-0.10217778,2.1183527,-0.059107844,3.5282228,1.2724081,8.157811,-0.019879248,1998.6583,1.0732712,662.907,-20.409565,2.5395749,-37.51318,-22.519272,45.19815,-35.97094,-56.036396,6.6696887,2006.926,258389.16
309.987,95.17439,81.529724,2286.6753,6.941798,4.482094,1996.5579,1973.8367,229.33054,582.73694,177.6742,837.62756,990.79034,823.07245,530.13086,-35.94991,2030.411,0.44472945,0.18996564,2.0109015,0.15576781,2.1055424,0.96547073,5.0495925,0.29969418,1958.5454,1.0563773,367.80884,-8.100942,65.64991,-35.606197,11.258861,-39.427185,-38.271564,-481.89542,8.974557,2009.0334,178302.97
656.8363,62.20203,87.6266,8771.573,4.9022655,5.213066,1979.0372,1964.9554,258.24014,20.787523,-3.7184334,942.4019,628.46466,1270.9558,20.960615,51.833317,2007.2183,0.38500953,0.24622186,1.4471369,0.65599835,3.5805194,1.2331121,8.151825,1.1972952,1981.5479,1.9598297,459.21075,-9.95844,25.658281,41.401665,-23.718801,-33.288963,39.3031,-145.13266,5.697061,2008.5204,257994.19
405.24155,95.11202,84.04963,12875.417,5.2338467,5.489351,1993.4335,1982.7461,63.08117,365.3417,-88.95222,265.68192,1210.2427,1146.1345,388.13687,-29.827562,1508.0403,0.05583392,-0.15557209,1.6256288,0.04535603,3.352874,1.27128,7.484997,1.0422671,1990.9576,2.2464983,301.86765,92.99053,59.626877,-19.17819,24.3244,-35.62565,-31.16389,-296.459,8.049432,2008.8771,186363.47
862.2722,40.214226,92.07434,13801.835,7.413829,5.8441486,1975.6451,1966.5453,128.74072,348.7124,127.76178,983.2771,725.38074,953.4685,775.629,49.94983,1332.9187,0.7884356,0.21984237,1.9062841,0.49578127,2.3465958,0.84970963,5.0805707,0.2809723,1954.8469,1.2115086,291.73227,139.14626,59.72866,38.366566,31.61222,46.57498,18.386076,-15.725171,8.316068,2009.0364,257674.95
996.09796,19.078674,90.38692,10422.235,6.1595745,4.970127,1958.1389,1984.5874,264.2804,183.87917,118.358986,989.92957,1122.7548,834.4912,689.78827,-2.627689,1049.8213,-0.07823752,0.29127613,1.7325871,0.51143503,2.1003406,0.8275403,4.9587073,0.016986225,1959.9207,1.434101,424.7326,40.464577,-19.739584,22.820614,7.2136784,-15.361461,-10.4641485,441.48785,4.8151007,2009.0743,221423.7
355.71835,23.53735,55.11394,427.02884,5.249363,5.639709,1989.9441,1981.7394,184.97981,700.5617,-21.038582,874.01013,1379.15,1297.0677,139.08252,-41.869526,1835.7222,0.7724725,0.045777116,2.0617325,0.40493807,2.089153,0.89580387,6.5110593,0.15248752,1995.3531,1.1248693,549.86426,-25.722393,4.092775,-35.128227,5.6358376,28.156404,-25.197079,-405.00018,8.17089,2008.7224,215203.3
321.33737,97.53307,73.33089,-39.954556,5.50564,4.6552534,1997.6849,2005.5691,218.66985,56.063553,-69.01622,1006.7793,1175.2343,1240.2078,106.54706,-41.45527,1724.5024,-0.04860787,0.27722505,2.1199417,0.6303957,2.087154,1.1892922,5.741353,-0.026599433,1959.5724,1.0564247,266.18494,-28.526936,-15.479072,-39.13576,11.040746,-37.902927,-38.23219,-484.4152,8.578261,2009.1344,157077.72
486.77478,18.751328,92.38402,12705.057,7.0621243,4.5055623,1986.6871,1977.1155,272.2611,38.304825,-20.698776,990.7185,793.3,1481.7025,749.3136,51.22622,1053.2985,0.4021669,0.27852067,1.4752148,0.42244804,2.1818173,0.8305536,4.9452114,1.2164655,1959.8282,1.3338498,352.7864,76.377464,-12.910171,56.706726,31.835188,-10.719857,28.726425,518.6376,6.367686,2007.5287,135348.44
796.28265,50.999897,62.84631,12765.827,4.7655745,6.6706405,1987.1898,1966.9781,1.2134945,608.2507,43.23135,127.40143,733.00555,1290.1405,726.56396,37.128662,1060.1526,0.5615515,-0.17687863,1.6372832,0.010225203,2.8315046,1.1938839,7.250583,1.0548353,1970.4703,2.3121371,320.98975,-28.835499,114.748505,-35.652565,-19.12193,-33.009323,32.543694,464.88016,4.372042,2007.7305,257543.6
541.0281,92.95537,91.294014,7700.515,6.1592402,4.9898543,1990.7041,1965.3251,151.87936,55.47792,48.04732,821.47363,694.1869,1171.5613,706.009,44.946323,1751.7725,0.23255509,-0.12071151,1.9089186,-0.09239879,2.2940445,1.029249,6.1309576,1.24244,1997.4758,1.6889176,535.10266,193.76624,47.30867,62.10246,3.930484,62.748737,13.492901,33.780186,5.461001,2008.4502,135393.3
1088.9758,24.087234,54.76439,15339.116,5.0462537,5.960051,1996.8297,1972.6674,-55.578224,872.6466,-84.17135,158.99628,657.801,1139.1287,763.6363,38.17241,1091.5726,0.7314488,-0.15052187,2.1193914,0.76438105,2.4266148,0.9357283,6.009544,1.248521,1968.684,2.144077,270.87204,45.726997,79.76394,-5.7020793,26.863968,39.14764,0.072646685,545.1872,7.8941474,2007.2181,160584.42
717.5997,78.21896,77.89526,15295.063,6.9521685,5.4497066,1995.3453,2001.987,232.26878,-10.966201,-95.16944,133.18912,1387.9528,1089.0698,786.33844,-40.728333,1055.3843,0.22629833,-0.16486113,2.0269892,-0.068795055,2.8319957,1.2705326,7.6346426,0.82130194,1958.3779,2.3018382,653.36707,215.2921,42.51022,62.550934,-4.3028517,63.190243,32.547905,-465.5552,7.27374,2008.7355,238688.5
521.6855,35.374825,80.90582,306.32376,6.9836626,5.4264183,2001.0294,1964.7067,34.24996,874.5492,166.66771,956.09686,1422.1345,855.49005,158.32648,52.836277,2045.8209,0.39014634,-0.06277609,1.187223,-0.10253331,2.3594487,0.86615574,5.557618,1.1565518,1955.0388,2.164249,509.4518,67.21727,108.55702,66.97275,21.969769,14.995027,-29.869907,418.49384,8.9109745,2008.7052,186140.47
1087.9021,97.82577,82.654076,8542.751,4.82961,4.6439223,2000.8254,1989.7604,-17.507933,115.41237,-90.26086,630.0085,1347.7083,1523.4845,508.83865,-1.7657118,1554.292,-0.028969096,-0.16896838,1.0590262,0.5119267,3.3338578,1.2714951,7.5000734,0.8874513,1965.3047,2.3741138,467.1523,110.226395,43.40601,-17.725664,-16.747393,-40.012253,-31.8362,-447.7854,8.949533,2007.8638,252973.33
916.5373,20.724571,84.1384,13799.806,7.277002,4.4738545,1981.0,1967.0095,269.33966,128.69939,-93.33677,996.2292,1006.5467,1272.1272,612.41974,-18.109827,1926.2043,-0.007730798,0.28536263,1.5604614,0.8565048,2.397481,0.914843,5.128315,1.1150755,1969.0159,1.0587604,440.3327,133.1284,-19.578756,44.070557,29.78033,-33.149498,40.338074,503.85983,6.961148,2006.9562,130517.734
1066.0271,30.604546,88.28109,20425.879,5.942843,4.590495,1975.3679,1965.0381,206.63066,43.5186,15.219646,541.5947,643.10187,1416.5886,765.49536,-4.51282,1007.3641,0.8499912,0.0030475436,2.003566,0.7943062,3.4476821,0.91956264,5.8833284,1.1879281,1955.4266,1.1901622,317.26865,1.2911866,-0.81883496,-17.245558,32.554295,-1.4737524,43.08917,78.634254,7.3640227,2006.576,226502.6
626.0323,16.985672,92.173134,2247.3247,7.480204,4.4989834,1971.7286,1974.3904,270.43167,686.0584,41.28617,1015.90106,638.7708,1505.2908,-12.793107,46.9103,2000.5101,0.83065325,0.28504226,1.0377984,0.81870574,2.2530093,0.8473767,4.960903,1.0685179,1963.9722,1.1976292,359.69855,70.64626,23.58064,-10.406992,33.70316,-33.130558,38.528904,-403.27618,8.287131,2008.0414,110760.016
729.04315,53.55864,87.262,15564.937,4.786331,6.6767545,1973.9414,1989.2657,-61.352943,897.6863,110.51591,193.05356,914.5577,1370.4335,-78.33305,53.247845,1584.2781,0.19864687,-0.17666651,1.0519292,-0.095884025,3.0787327,1.2417315,5.9917912,0.33350065,1990.5463,2.5191097,265.6983,-17.359646,75.079185,-31.918177,-5.961606,-40.20441,29.638767,-44.982533,7.1180444,2008.147,140346.62
919.29236,35.81711,52.133087,1678.8843,4.963622,4.60097,1995.2048,1983.7897,213.43886,-9.869765,-107.85331,981.11194,1204.714,1049.0637,419.57022,-40.79929,2016.4468,-0.07184936,0.25117376,2.1218827,0.6146947,2.239348,1.2341359,7.7819114,0.60854405,2002.4164,1.4219117,508.92865,-27.390339,-19.312323,16.223913,-21.528652,-6.601564,-14.910926,334.61035,6.6252613,2009.085,253080.39
741.14557,80.21571,91.953636,3574.4229,7.4239163,4.606055,1976.0615,1987.2471,-34.59072,7.9750834,-13.583828,583.1384,1479.5729,1490.9961,677.0409,33.91522,1706.7838,0.39635015,-0.16708961,1.3996307,0.49418452,3.45477,1.1920154,5.6115093,0.6890569,1973.8777,2.3909914,660.29016,-0.9727141,13.7851,46.08955,34.47344,-30.278166,2.6284842,-143.69821,8.838356,2009.0142,143491.12
316.49615,95.44529,71.63826,285.90286,6.4717884,5.2144294,1987.3417,2004.8691,189.92014,495.26834,-66.87623,585.46484,1284.3297,1330.0924,-33.362473,-41.607838,1876.9973,0.067108646,0.06764292,1.3888689,0.004346933,2.1653807,1.2664928,5.555421,0.01821414,2002.2914,2.1494236,628.2042,-28.728657,34.45044,-36.353905,31.311985,-39.66775,-37.502537,-497.3729,8.980318,2009.1174,120538.25
305.9332,96.41775,47.72218,994.9078,7.329263,4.5951924,1948.3076,2005.593,249.64401,-10.983809,89.78956,890.79565,1497.4799,877.03235,-65.20326,-42.170532,1615.7389,0.05097942,0.29286593,2.1224532,-0.10634437,2.8857522,1.2314602,5.416802,-0.026692059,2001.8256,1.0418574,657.21954,-32.873745,-14.324279,-19.749361,32.847862,-39.71054,-35.259228,-495.90848,8.82133,2008.8574,238752.34
438.2582,27.585815,83.15699,17682.168,6.731429,4.935034,1995.9745,1964.3372,274.84564,238.20276,153.60416,969.5021,975.605,1056.6744,120.54884,48.803627,1937.0487,0.009603157,-0.15594473,2.1002796,0.6144207,3.4037392,1.1706225,6.4604673,1.2243948,1999.5547,1.2444108,656.6187,97.42037,-18.909323,27.214563,-19.616451,30.89208,39.865116,599.5238,4.5212708,2007.5404,223340.94
476.343,98.296326,92.186195,17761.518,5.4004693,4.4710703,1951.5194,1994.8402,267.39786,-12.102981,-71.70582,266.55222,646.7713,1005.1723,788.77106,-41.291416,1346.467,0.20890415,0.28519982,1.7135724,0.871091,2.1518037,1.1861751,5.6725907,-0.008167114,1955.6207,1.2920219,466.02118,-18.347897,-19.453238,-37.847603,30.957111,-32.44523,40.495968,-428.0034,7.952334,2008.9863,126651.7
739.1692,21.661217,84.50831,3731.1934,4.924333,5.3015733,1985.8568,1965.5546,236.59944,876.9642,15.08387,986.806,632.7901,1382.5902,11.688735,31.620796,1571.7527,0.23613337,-0.008429837,1.8505163,0.19982597,2.8971534,0.9047885,7.4554906,1.0136706,1978.99,1.161264,269.30728,174.443,78.491425,-35.32722,-22.28751,-38.65028,33.87969,35.27937,4.0952516,2006.6307,250829.86
332.95248,18.447605,88.70852,10418.32,7.3300266,5.3886175,1941.6041,1969.0035,159.46341,372.8696,4.1143837,964.0835,1340.1462,995.3326,7.2328634,21.856628,1973.8278,0.2819537,-0.11974684,2.1179998,0.12468436,3.0959427,0.8483496,5.4835777,0.88850284,2000.8334,1.0672559,481.6159,-14.209683,15.896699,47.99867,16.188023,42.929245,34.22976,539.8317,5.513428,2008.3624,218811.95
1054.937,95.37031,92.18617,178.13626,5.528473,5.3480654,1975.3281,1992.2799,24.092142,-4.5008993,-85.04461,1015.94385,1480.9816,1515.8407,221.0731,29.679575,1781.1888,-0.0933616,0.14611746,1.2586422,0.52473027,2.565558,1.2495067,7.942977,0.5988405,1991.2915,1.4925746,277.8249,-21.647488,8.063657,39.803726,23.897068,-38.55163,-38.09783,-139.42603,8.980182,2009.0599,202323.34
329.09128,14.881137,89.84866,17537.424,7.417345,6.027967,1980.1528,1967.1978,232.79764,304.1436,53.479782,873.97217,1468.4103,1374.6504,157.29063,51.900703,1334.2058,0.9238981,-0.17332794,1.9696858,0.4907439,2.6434348,0.8365469,5.1041436,1.2178982,1983.4552,1.0554168,577.63885,105.37642,54.87327,71.80626,17.762733,70.995316,27.550234,590.85614,7.232438,2006.912,167922.73
