Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
2010.0,0.0,0.01,0.0,0.0,0.02,70.0,6.0,8.3,20.0
2008.0,0.78,0.43,0.19,0.14,1.54,69.0,6.0,8.1,14.0
2002.0,0.25,0.19,0.0,0.06,0.5,75.0,13.0,7.7,6.0
2015.0,0.0,0.01,0.0,0.0,0.01,71.0,37.0,7.1,93.0
2001.0,0.5,0.19,0.0,0.01,0.7,92.0,28.0,9.0,95.0
2005.0,0.3,0.02,0.04,0.03,0.39,90.0,49.0,9.0,163.0
2003.0,0.47,0.17,0.0,0.01,0.65,89.0,34.0,9.4,97.0
2005.0,0.1,0.03,0.0,0.0,0.13,68.0,50.0,7.5,68.0
2014.0,0.0,0.07,0.0,0.0,0.08,65.0,5.0,5.6,8.0
2014.0,0.0,0.05,0.0,0.0,0.06,58.0,5.0,7.5,4.0
2006.0,0.02,0.0,0.0,0.0,0.02,62.0,20.0,6.5,11.0
2016.0,0.02,0.0,0.0,0.0,0.03,57.0,11.0,7.8,9.0
2005.0,0.02,0.02,0.0,0.01,0.04,66.0,19.0,5.8,9.0
2005.0,0.01,0.0,0.0,0.0,0.01,69.0,27.0,3.0,4.0
2002.0,0.04,0.03,0.0,0.01,0.07,64.0,18.0,7.0,8.0
2008.0,0.12,0.0,0.08,0.01,0.22,63.0,12.0,6.2,34.0
2009.0,0.16,0.05,0.0,0.02,0.24,65.0,70.0,6.2,57.0
2009.0,0.12,0.05,0.0,0.03,0.2,65.0,52.0,6.1,27.0
2011.0,0.0,0.03,0.0,0.01,0.03,53.0,40.0,4.0,110.0
2008.0,0.06,0.01,0.0,0.01,0.07,50.0,23.0,6.2,12.0
2008.0,0.06,0.01,0.0,0.01,0.08,46.0,6.0,7.3,6.0
2009.0,0.08,0.01,0.0,0.01,0.1,53.0,11.0,6.5,4.0
2016.0,0.0,0.02,0.0,0.0,0.02,66.0,15.0,8.5,144.0
2016.0,0.01,0.01,0.0,0.0,0.03,67.0,17.0,6.2,12.0
2016.0,0.01,0.0,0.0,0.0,0.01,66.0,7.0,7.5,8.0
2010.0,0.0,0.02,0.0,0.0,0.03,83.0,14.0,8.4,52.0
2008.0,0.16,0.03,0.0,0.02,0.21,78.0,28.0,6.9,20.0
2006.0,0.18,0.02,0.0,0.02,0.22,80.0,38.0,7.9,59.0
1999.0,0.01,0.08,0.0,0.01,0.09,92.0,21.0,9.0,801.0
2005.0,0.0,0.33,0.0,0.05,0.38,81.0,52.0,7.7,519.0
2007.0,0.0,0.05,0.0,0.01,0.06,81.0,19.0,8.5,71.0
2011.0,0.01,0.04,0.0,0.01,0.06,70.0,44.0,5.6,186.0
2002.0,0.02,0.06,0.0,0.01,0.09,89.0,31.0,8.9,484.0
2003.0,0.02,0.02,0.0,0.0,0.04,84.0,25.0,8.7,119.0
2002.0,0.17,0.13,0.0,0.04,0.35,85.0,31.0,8.7,14.0
2002.0,0.05,0.01,0.0,0.0,0.06,85.0,20.0,7.7,7.0
2002.0,0.04,0.01,0.0,0.0,0.06,88.0,16.0,7.8,5.0
2001.0,0.11,0.09,0.0,0.03,0.23,70.0,18.0,5.8,12.0
2005.0,0.06,0.05,0.0,0.02,0.12,39.0,4.0,8.1,9.0
2011.0,0.0,0.02,0.0,0.01,0.03,65.0,5.0,6.4,24.0
2001.0,0.14,0.04,0.0,0.01,0.18,61.0,21.0,7.1,7.0
2004.0,0.05,0.04,0.0,0.01,0.11,66.0,22.0,7.0,6.0
2011.0,0.0,0.04,0.0,0.01,0.05,57.0,4.0,5.5,30.0
2010.0,0.66,0.5,0.05,0.13,1.33,83.0,100.0,8.1,1156.0
2012.0,0.0,0.06,0.0,0.01,0.06,83.0,30.0,8.0,1473.0
2004.0,0.05,0.04,0.0,0.01,0.11,64.0,31.0,8.0,10.0
2004.0,0.04,0.01,0.0,0.0,0.05,64.0,37.0,6.0,4.0
2011.0,0.22,0.24,0.04,0.08,0.58,70.0,51.0,7.9,181.0
2011.0,0.27,0.14,0.04,0.04,0.5,70.0,67.0,8.1,157.0
2011.0,0.0,0.1,0.0,0.02,0.12,75.0,29.0,8.4,559.0
2010.0,0.25,0.21,0.0,0.05,0.51,69.0,18.0,7.4,13.0
2014.0,0.34,0.57,0.04,0.17,1.13,79.0,50.0,8.1,795.0
2014.0,0.22,0.24,0.0,0.04,0.51,78.0,24.0,7.8,314.0
2014.0,0.0,0.14,0.0,0.01,0.14,81.0,41.0,8.4,1588.0
2004.0,0.05,0.04,0.0,0.01,0.1,78.0,47.0,8.3,13.0
2004.0,0.07,0.02,0.0,0.0,0.09,78.0,28.0,8.5,15.0
2000.0,0.09,0.06,0.0,0.01,0.16,61.0,12.0,7.5,15.0
2013.0,0.36,0.34,0.0,0.07,0.77,48.0,47.0,3.8,449.0
2013.0,0.2,0.29,0.0,0.11,0.6,43.0,25.0,3.6,295.0
2013.0,0.1,0.06,0.0,0.02,0.18,45.0,40.0,3.5,1156.0
2011.0,0.09,0.05,0.0,0.02,0.16,76.0,43.0,8.2,29.0
2009.0,0.05,0.0,0.0,0.0,0.05,58.0,7.0,6.0,5.0
2003.0,0.09,0.07,0.0,0.02,0.19,66.0,17.0,8.4,30.0
2003.0,0.06,0.02,0.0,0.0,0.08,64.0,19.0,7.7,21.0
2010.0,0.55,0.4,0.0,0.11,1.06,64.0,64.0,7.3,247.0
2010.0,0.41,0.46,0.0,0.18,1.04,65.0,57.0,7.3,168.0
2010.0,0.0,0.17,0.0,0.02,0.19,68.0,35.0,7.4,985.0
2007.0,0.03,0.12,0.0,0.07,0.22,49.0,34.0,5.6,19.0
2007.0,0.07,0.0,0.0,0.01,0.08,51.0,20.0,6.0,9.0
2007.0,0.05,0.0,0.0,0.0,0.06,48.0,24.0,7.1,23.0
2007.0,0.24,0.0,0.0,0.02,0.26,75.0,22.0,6.8,52.0
2007.0,0.14,0.0,0.0,0.01,0.15,73.0,23.0,7.3,21.0
2001.0,0.27,0.21,0.0,0.07,0.56,77.0,16.0,7.6,8.0
2001.0,0.17,0.04,0.0,0.01,0.22,66.0,17.0,5.6,9.0
2002.0,0.38,0.29,0.0,0.1,0.77,81.0,15.0,8.4,17.0
2002.0,0.19,0.06,0.0,0.01,0.26,79.0,15.0,8.1,7.0
2002.0,0.12,0.03,0.0,0.0,0.15,83.0,16.0,8.0,6.0
2003.0,0.21,0.16,0.0,0.05,0.42,78.0,19.0,7.5,11.0
2003.0,0.1,0.03,0.0,0.0,0.13,74.0,20.0,8.4,7.0
2003.0,0.06,0.02,0.0,0.0,0.08,80.0,14.0,9.2,5.0
2008.0,0.14,0.3,0.0,0.05,0.48,58.0,53.0,5.7,162.0
2008.0,0.09,0.08,0.0,0.02,0.18,39.0,10.0,4.4,34.0
2008.0,0.03,0.02,0.0,0.01,0.06,47.0,10.0,5.4,24.0
2008.0,0.0,0.01,0.0,0.0,0.01,55.0,19.0,5.7,148.0
2008.0,0.09,0.03,0.0,0.02,0.13,69.0,25.0,5.6,50.0
2010.0,0.19,0.17,0.0,0.07,0.43,64.0,49.0,6.9,117.0
2010.0,0.23,0.12,0.0,0.04,0.39,63.0,68.0,7.2,201.0
2010.0,0.0,0.03,0.0,0.01,0.03,72.0,25.0,7.5,511.0
2003.0,0.06,0.05,0.0,0.02,0.13,62.0,26.0,7.0,9.0
2002.0,0.07,0.02,0.0,0.0,0.09,63.0,13.0,4.8,4.0
1985.0,0.0,0.03,0.0,0.01,0.03,59.0,9.0,5.8,19.0
1997.0,0.13,0.09,0.0,0.01,0.23,86.0,9.0,9.0,41.0
2007.0,0.04,0.03,0.0,0.01,0.07,33.0,5.0,4.5,6.0
2007.0,0.05,0.0,0.0,0.0,0.05,30.0,4.0,3.6,20.0
2004.0,0.04,0.01,0.0,0.0,0.06,59.0,22.0,6.6,7.0
2005.0,0.19,0.05,0.0,0.01,0.25,70.0,19.0,7.4,21.0
2007.0,0.08,0.0,0.0,0.01,0.08,43.0,11.0,6.7,55.0
2010.0,0.25,0.0,0.0,0.02,0.26,87.0,4.0,5.6,9.0
2004.0,0.35,0.01,0.0,0.06,0.42,47.0,4.0,7.5,13.0
2004.0,0.11,0.03,0.0,0.01,0.15,44.0,6.0,5.9,9.0
2003.0,0.27,0.21,0.0,0.07,0.55,41.0,14.0,4.8,12.0
2003.0,0.22,0.06,0.0,0.01,0.3,48.0,6.0,4.4,8.0
2006.0,0.01,0.01,0.0,0.0,0.02,30.0,4.0,4.2,5.0
2001.0,0.69,0.11,0.0,0.02,0.82,78.0,30.0,9.0,20.0
2003.0,0.2,0.04,0.0,0.01,0.25,80.0,34.0,7.7,20.0
2005.0,0.13,0.02,0.0,0.01,0.16,72.0,49.0,7.1,36.0
2003.0,0.09,0.07,0.0,0.02,0.18,86.0,35.0,8.8,26.0
2012.0,0.1,0.03,0.06,0.02,0.2,71.0,35.0,8.2,106.0
2012.0,0.12,0.02,0.02,0.01,0.17,73.0,38.0,7.9,105.0
2013.0,0.1,0.14,0.0,0.05,0.29,49.0,6.0,3.6,23.0
2013.0,0.16,0.1,0.0,0.02,0.28,59.0,3.0,5.6,25.0
2013.0,0.1,0.08,0.0,0.04,0.21,47.0,5.0,2.0,87.0
2013.0,0.11,0.04,0.0,0.02,0.16,53.0,4.0,6.9,63.0
2012.0,0.38,0.2,0.0,0.05,0.63,62.0,7.0,4.6,20.0
2012.0,0.18,0.05,0.0,0.02,0.26,63.0,13.0,3.5,27.0
2012.0,0.12,0.02,0.0,0.03,0.16,66.0,8.0,3.7,20.0
2016.0,0.0,0.02,0.0,0.0,0.02,52.0,13.0,7.9,34.0
2001.0,1.92,0.16,0.99,0.09,3.15,87.0,42.0,8.9,137.0
2015.0,0.19,0.11,0.09,0.03,0.41,46.0,20.0,4.4,173.0
2008.0,1.82,1.12,1.32,0.36,4.62,73.0,50.0,7.6,119.0
2015.0,0.51,1.02,1.4,0.12,3.05,66.0,60.0,6.9,106.0
2012.0,2.03,2.36,4.39,0.39,9.16,88.0,70.0,8.7,626.0
2005.0,2.5,3.45,5.33,0.86,12.13,86.0,57.0,8.7,242.0
2007.0,0.02,0.0,0.0,0.0,0.03,33.0,4.0,2.5,4.0
2007.0,0.07,0.05,0.0,0.01,0.13,78.0,14.0,7.5,19.0
2011.0,0.0,1.13,0.0,0.29,1.43,83.0,33.0,7.0,493.0
2015.0,0.02,0.22,0.0,0.02,0.25,72.0,45.0,5.9,278.0
2002.0,0.02,0.02,0.0,0.01,0.04,31.0,5.0,5.0,8.0
2002.0,0.01,0.0,0.0,0.0,0.02,35.0,4.0,8.7,10.0
2007.0,0.06,0.0,0.0,0.0,0.07,19.0,5.0,2.7,28.0
2010.0,0.11,0.06,0.0,0.03,0.2,66.0,17.0,6.1,12.0
2010.0,0.12,0.03,0.0,0.01,0.16,70.0,26.0,6.4,31.0
2010.0,0.0,0.03,0.0,0.0,0.03,64.0,7.0,7.5,18.0
2011.0,0.02,0.01,0.0,0.0,0.04,56.0,12.0,5.7,269.0
1999.0,0.71,0.48,0.32,0.11,1.63,90.0,19.0,8.8,53.0
2005.0,0.52,0.0,0.12,0.05,0.7,66.0,35.0,6.4,16.0
2002.0,0.12,0.09,0.38,0.03,0.63,82.0,31.0,8.4,32.0
2005.0,0.06,0.05,0.0,0.02,0.13,77.0,51.0,8.5,22.0
2004.0,0.13,0.15,0.0,0.05,0.33,51.0,48.0,5.8,4.0
2003.0,0.1,0.03,0.0,0.0,0.14,74.0,26.0,9.1,7.0
2007.0,0.28,0.04,0.64,0.03,0.99,78.0,48.0,8.1,84.0
2003.0,0.01,0.0,0.0,0.0,0.01,27.0,9.0,3.1,19.0
2012.0,0.05,0.0,0.05,0.01,0.11,75.0,13.0,7.8,20.0
2007.0,0.03,0.03,0.0,0.01,0.07,37.0,19.0,5.9,10.0
2007.0,0.06,0.05,0.04,0.02,0.16,77.0,12.0,8.1,8.0
2011.0,0.04,0.04,0.1,0.02,0.2,73.0,10.0,7.5,27.0
2010.0,0.09,0.08,0.0,0.02,0.19,63.0,25.0,4.4,307.0
2010.0,0.04,0.04,0.01,0.01,0.09,64.0,21.0,5.2,52.0
2005.0,0.17,0.24,0.0,0.14,0.56,75.0,39.0,6.6,21.0
2009.0,0.12,0.0,0.06,0.01,0.19,64.0,26.0,7.8,43.0
2004.0,0.03,0.02,0.0,0.01,0.06,59.0,24.0,4.2,10.0
2003.0,0.18,0.14,0.0,0.05,0.36,72.0,39.0,8.2,33.0
2001.0,0.17,0.14,0.0,0.05,0.36,45.0,23.0,5.3,10.0
2005.0,0.22,0.17,0.0,0.06,0.45,75.0,37.0,8.4,52.0
2005.0,0.22,0.06,0.0,0.01,0.29,72.0,43.0,8.1,16.0
2006.0,0.28,0.22,0.0,0.07,0.56,66.0,18.0,8.6,14.0
2006.0,0.11,0.03,0.0,0.01,0.15,65.0,17.0,8.5,10.0
2007.0,0.06,0.0,0.0,0.0,0.06,61.0,29.0,7.0,5.0
2009.0,0.0,0.12,0.0,0.02,0.14,77.0,38.0,7.5,589.0
2013.0,0.0,0.1,0.0,0.01,0.11,74.0,38.0,7.4,866.0
2003.0,0.09,0.03,0.0,0.0,0.13,79.0,41.0,7.2,15.0
2008.0,0.06,0.02,0.1,0.01,0.19,62.0,22.0,7.6,31.0
2008.0,0.06,0.01,0.07,0.01,0.15,64.0,22.0,7.7,38.0
2005.0,0.05,0.04,0.08,0.01,0.18,59.0,16.0,8.9,14.0
2004.0,0.06,0.05,0.14,0.02,0.26,73.0,19.0,8.7,7.0
2004.0,0.03,0.03,0.0,0.01,0.07,57.0,25.0,8.2,5.0
2013.0,0.0,0.0,0.12,0.0,0.12,66.0,18.0,7.4,28.0
2000.0,0.28,0.22,0.23,0.07,0.79,78.0,23.0,8.4,19.0
2001.0,0.11,0.08,0.19,0.03,0.41,75.0,16.0,8.8,30.0
2002.0,0.22,0.17,0.23,0.06,0.67,74.0,23.0,9.0,33.0
2009.0,0.0,0.0,0.08,0.0,0.08,43.0,6.0,6.7,6.0
2006.0,0.09,0.0,0.09,0.01,0.2,65.0,36.0,6.8,25.0
2007.0,0.19,0.01,0.03,0.02,0.25,65.0,31.0,7.2,31.0
2012.0,0.09,0.04,0.24,0.02,0.39,65.0,26.0,7.3,47.0
2012.0,0.13,0.03,0.04,0.01,0.21,68.0,37.0,7.2,37.0
2011.0,0.04,0.04,0.0,0.02,0.09,57.0,43.0,6.6,28.0
2000.0,0.17,0.11,0.0,0.02,0.3,74.0,8.0,5.3,4.0
2001.0,0.06,0.05,0.0,0.02,0.13,39.0,13.0,3.8,4.0
2006.0,0.01,0.0,0.0,0.0,0.02,36.0,6.0,4.0,5.0
2000.0,0.14,0.09,0.0,0.02,0.24,48.0,8.0,7.3,7.0
2001.0,0.09,0.07,0.0,0.02,0.17,54.0,15.0,4.6,5.0
2004.0,0.12,0.03,0.0,0.0,0.15,56.0,11.0,6.7,7.0
2008.0,1.09,0.37,0.02,0.16,1.64,72.0,76.0,7.6,233.0
2008.0,0.74,0.26,0.02,0.15,1.17,74.0,43.0,7.3,118.0
2010.0,0.62,0.24,0.0,0.09,0.95,73.0,79.0,7.3,126.0
2010.0,0.44,0.27,0.01,0.12,0.85,74.0,56.0,7.0,88.0
2010.0,0.12,0.13,0.0,0.08,0.32,49.0,11.0,6.0,32.0
2013.0,0.11,0.11,0.01,0.05,0.28,58.0,27.0,6.7,100.0
2013.0,0.16,0.07,0.0,0.02,0.26,54.0,55.0,6.2,195.0
2014.0,0.05,0.03,0.06,0.02,0.16,67.0,23.0,7.8,49.0
2015.0,0.03,0.01,0.04,0.01,0.09,69.0,43.0,6.6,23.0
2010.0,0.26,1.65,0.33,0.28,2.52,75.0,15.0,8.0,5.0
2015.0,0.0,0.0,0.01,0.0,0.01,82.0,9.0,8.3,20.0
2012.0,0.2,0.04,0.21,0.02,0.46,81.0,14.0,7.6,22.0
2006.0,0.02,0.02,0.0,0.01,0.04,60.0,19.0,7.0,4.0
2006.0,0.0,0.0,0.1,0.0,0.1,71.0,30.0,7.7,43.0
2010.0,0.08,0.01,0.13,0.01,0.24,61.0,27.0,5.4,101.0
2003.0,0.04,0.01,0.0,0.0,0.05,71.0,31.0,8.2,6.0
2011.0,0.13,0.06,0.0,0.03,0.22,49.0,33.0,4.8,28.0
2004.0,0.31,0.22,0.0,0.06,0.59,60.0,38.0,7.5,13.0
2011.0,0.27,0.16,0.02,0.04,0.49,43.0,37.0,4.4,24.0
2007.0,3.28,1.64,0.07,0.56,5.54,81.0,77.0,7.7,1074.0
2007.0,1.91,2.0,0.09,0.82,4.82,81.0,40.0,7.3,769.0
2008.0,0.03,0.01,0.0,0.0,0.05,58.0,30.0,6.3,30.0
2009.0,0.43,0.47,0.05,0.28,1.23,63.0,38.0,7.2,69.0
2010.0,2.85,0.38,0.03,0.24,3.49,89.0,81.0,8.3,693.0
2010.0,1.87,0.55,0.11,0.29,2.82,90.0,59.0,8.2,791.0
2011.0,0.15,0.34,0.0,0.1,0.59,88.0,24.0,8.2,1102.0
2011.0,1.41,2.01,0.1,0.7,4.22,80.0,39.0,7.5,613.0
2011.0,2.25,1.47,0.04,0.43,4.19,80.0,77.0,7.2,564.0
2011.0,0.14,0.48,0.0,0.12,0.74,80.0,20.0,7.4,771.0
2014.0,0.46,0.56,0.06,0.2,1.29,72.0,53.0,7.5,292.0
2014.0,0.58,0.34,0.0,0.09,1.01,72.0,32.0,7.3,318.0
2015.0,0.05,0.02,0.0,0.01,0.08,74.0,25.0,7.5,362.0
2014.0,1.19,2.07,0.08,0.62,3.96,70.0,40.0,4.9,2050.0
2014.0,2.27,0.9,0.0,0.33,3.5,72.0,59.0,4.1,1005.0
2014.0,0.18,0.33,0.0,0.04,0.55,70.0,10.0,3.0,1463.0
2016.0,0.01,0.04,0.01,0.01,0.07,70.0,6.0,8.0,24.0
2015.0,0.0,0.03,0.0,0.01,0.04,69.0,44.0,6.4,83.0
2009.0,2.54,1.93,0.21,0.86,5.55,91.0,70.0,8.6,1202.0
2009.0,3.11,1.55,0.08,0.51,5.26,90.0,82.0,8.8,1305.0
2010.0,0.01,0.45,0.0,0.09,0.55,86.0,22.0,6.9,1611.0
2009.0,0.15,0.11,0.0,0.03,0.28,69.0,20.0,7.3,22.0
2012.0,2.64,2.52,0.16,1.12,6.45,85.0,41.0,6.9,1307.0
2012.0,3.13,1.69,0.03,0.44,5.29,84.0,61.0,6.7,1196.0
2012.0,0.28,0.53,0.0,0.12,0.93,80.0,21.0,6.2,1489.0
2012.0,0.19,0.13,0.0,0.03,0.35,85.0,26.0,7.1,216.0
2012.0,0.53,0.48,0.06,0.24,1.32,70.0,71.0,7.2,318.0
2013.0,1.33,1.68,0.13,0.57,3.71,88.0,36.0,8.1,840.0
2013.0,1.9,1.11,0.01,0.29,3.3,86.0,35.0,7.9,701.0
2013.0,1.07,1.31,0.06,0.42,2.85,83.0,29.0,7.8,1530.0
2013.0,0.22,0.38,0.0,0.05,0.64,84.0,10.0,7.7,1470.0
2013.0,0.17,0.09,0.0,0.03,0.29,86.0,5.0,7.7,207.0
2015.0,0.81,1.99,0.07,0.52,3.39,76.0,86.0,6.8,1319.0
2015.0,0.62,0.56,0.0,0.11,1.3,78.0,22.0,6.1,402.0
2015.0,0.11,0.09,0.0,0.02,0.21,74.0,14.0,5.9,544.0
2016.0,0.04,0.13,0.0,0.03,0.2,72.0,32.0,7.4,49.0
2016.0,0.03,0.04,0.0,0.01,0.08,74.0,13.0,7.6,24.0
2016.0,0.0,0.05,0.0,0.01,0.06,73.0,35.0,6.2,70.0
2016.0,0.0,0.01,0.0,0.0,0.02,63.0,9.0,6.7,27.0
2006.0,0.03,0.0,0.0,0.0,0.03,48.0,35.0,4.9,18.0
2004.0,0.04,0.03,0.0,0.01,0.09,54.0,29.0,6.9,7.0
2003.0,0.06,0.02,0.0,0.0,0.09,85.0,37.0,8.6,18.0
2009.0,0.05,0.04,0.0,0.01,0.11,56.0,4.0,5.0,4.0
2009.0,0.1,0.0,0.0,0.01,0.11,48.0,17.0,3.5,4.0
2012.0,0.18,0.12,0.06,0.05,0.4,71.0,39.0,7.4,169.0
2012.0,0.15,0.06,0.01,0.02,0.24,71.0,54.0,6.5,131.0
2004.0,0.33,0.01,0.0,0.05,0.4,66.0,12.0,4.3,6.0
2007.0,0.08,0.0,0.0,0.01,0.09,64.0,17.0,6.0,4.0
2009.0,0.08,0.0,0.03,0.01,0.12,70.0,11.0,6.7,15.0
2012.0,0.06,0.04,0.14,0.02,0.26,70.0,17.0,6.6,120.0
2004.0,0.08,0.06,0.0,0.02,0.15,74.0,38.0,7.7,38.0
2005.0,0.03,0.02,0.0,0.01,0.06,68.0,34.0,7.8,14.0
2014.0,0.06,0.02,0.08,0.02,0.18,76.0,26.0,7.7,44.0
2015.0,0.03,0.02,0.06,0.01,0.12,75.0,32.0,8.1,47.0
2010.0,0.12,0.06,0.21,0.03,0.42,74.0,19.0,6.7,109.0
2004.0,0.13,0.1,0.0,0.03,0.27,61.0,57.0,7.2,13.0
2005.0,0.02,0.01,0.0,0.0,0.03,62.0,10.0,7.5,6.0
2010.0,0.04,0.0,0.0,0.0,0.04,38.0,8.0,1.7,10.0
2013.0,0.0,0.0,0.42,0.0,0.42,46.0,22.0,4.5,34.0
2001.0,2.07,0.26,0.0,0.08,2.41,82.0,16.0,8.4,53.0
2005.0,0.53,0.0,0.0,0.04,0.57,63.0,32.0,7.8,16.0
2002.0,1.92,0.2,0.0,0.06,2.18,82.0,26.0,8.9,28.0
2004.0,1.0,0.04,0.0,0.16,1.2,78.0,37.0,8.4,16.0
2003.0,0.22,0.06,0.0,0.01,0.28,70.0,18.0,9.0,4.0
2002.0,0.19,0.15,0.0,0.05,0.39,66.0,20.0,7.5,13.0
2008.0,0.11,0.0,0.12,0.01,0.24,71.0,29.0,7.4,13.0
2008.0,0.0,0.01,0.0,0.0,0.02,75.0,33.0,8.5,25.0
2006.0,0.39,0.1,0.0,0.01,0.5,60.0,10.0,6.5,4.0
2006.0,0.3,0.01,0.0,0.03,0.33,64.0,9.0,6.4,7.0
2006.0,0.23,0.02,0.0,0.02,0.28,56.0,15.0,5.8,8.0
2006.0,0.1,0.0,0.0,0.01,0.11,57.0,9.0,6.3,10.0
2009.0,0.08,0.0,0.03,0.01,0.11,50.0,17.0,6.2,9.0
2016.0,0.01,0.0,0.0,0.0,0.01,77.0,20.0,8.4,62.0
2001.0,0.18,0.05,0.0,0.01,0.24,52.0,26.0,8.5,14.0
2011.0,0.07,0.01,0.0,0.01,0.09,66.0,5.0,6.8,51.0
2011.0,0.05,0.0,0.0,0.0,0.05,66.0,7.0,4.1,9.0
