Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
1999,0.01,0.08,0.0,0.01,0.09,92,21,9.0,801
2005,0.0,0.33,0.0,0.05,0.38,81,52,7.7,519
2007,0.0,0.05,0.0,0.01,0.06,81,19,8.5,71
2011,0.01,0.04,0.0,0.01,0.06,70,44,5.6,186
2002,0.02,0.06,0.0,0.01,0.09,89,31,8.9,484
2003,0.02,0.02,0.0,0.0,0.04,84,25,8.7,119
2002,0.17,0.13,0.0,0.04,0.35,85,31,8.7,14
2002,0.05,0.01,0.0,0.0,0.06,85,20,7.7,7
2002,0.04,0.01,0.0,0.0,0.06,88,16,7.8,5
2001,0.11,0.09,0.0,0.03,0.23,70,18,5.8,12
2005,0.06,0.05,0.0,0.02,0.12,39,4,8.1,9
2011,0.0,0.02,0.0,0.01,0.03,65,5,6.4,24
2001,0.14,0.04,0.0,0.01,0.18,61,21,7.1,7
2004,0.05,0.04,0.0,0.01,0.11,66,22,7.0,6
2011,0.0,0.04,0.0,0.01,0.05,57,4,5.5,30
2010,0.66,0.5,0.05,0.13,1.33,83,100,8.1,1156
2012,0.0,0.06,0.0,0.01,0.06,83,30,8.0,1473
2004,0.05,0.04,0.0,0.01,0.11,64,31,8.0,10
2004,0.04,0.01,0.0,0.0,0.05,64,37,6.0,4
2011,0.22,0.24,0.04,0.08,0.58,70,51,7.9,181
2011,0.27,0.14,0.04,0.04,0.5,70,67,8.1,157
2011,0.0,0.1,0.0,0.02,0.12,75,29,8.4,559
2010,0.25,0.21,0.0,0.05,0.51,69,18,7.4,13
2014,0.34,0.57,0.04,0.17,1.13,79,50,8.1,795
2014,0.22,0.24,0.0,0.04,0.51,78,24,7.8,314
2014,0.0,0.14,0.0,0.01,0.14,81,41,8.4,1588
2004,0.05,0.04,0.0,0.01,0.1,78,47,8.3,13
2004,0.07,0.02,0.0,0.0,0.09,78,28,8.5,15
2000,0.09,0.06,0.0,0.01,0.16,61,12,7.5,15
2013,0.36,0.34,0.0,0.07,0.77,48,47,3.8,449
2013,0.2,0.29,0.0,0.11,0.6,43,25,3.6,295
2013,0.1,0.06,0.0,0.02,0.18,45,40,3.5,1156
2011,0.09,0.05,0.0,0.02,0.16,76,43,8.2,29
2009,0.05,0.0,0.0,0.0,0.05,58,7,6.0,5
2003,0.09,0.07,0.0,0.02,0.19,66,17,8.4,30
2003,0.06,0.02,0.0,0.0,0.08,64,19,7.7,21
2010,0.55,0.4,0.0,0.11,1.06,64,64,7.3,247
2010,0.41,0.46,0.0,0.18,1.04,65,57,7.3,168
2010,0.0,0.17,0.0,0.02,0.19,68,35,7.4,985
2007,0.03,0.12,0.0,0.07,0.22,49,34,5.6,19
2007,0.07,0.0,0.0,0.01,0.08,51,20,6.0,9
2007,0.05,0.0,0.0,0.0,0.06,48,24,7.1,23
2007,0.24,0.0,0.0,0.02,0.26,75,22,6.8,52
2007,0.14,0.0,0.0,0.01,0.15,73,23,7.3,21
2001,0.27,0.21,0.0,0.07,0.56,77,16,7.6,8
2001,0.17,0.04,0.0,0.01,0.22,66,17,5.6,9
2002,0.38,0.29,0.0,0.1,0.77,81,15,8.4,17
2002,0.19,0.06,0.0,0.01,0.26,79,15,8.1,7
2002,0.12,0.03,0.0,0.0,0.15,83,16,8.0,6
2003,0.21,0.16,0.0,0.05,0.42,78,19,7.5,11
2003,0.1,0.03,0.0,0.0,0.13,74,20,8.4,7
2003,0.06,0.02,0.0,0.0,0.08,80,14,9.2,5
2008,0.14,0.3,0.0,0.05,0.48,58,53,5.7,162
2008,0.09,0.08,0.0,0.02,0.18,39,10,4.4,34
2008,0.03,0.02,0.0,0.01,0.06,47,10,5.4,24
2008,0.0,0.01,0.0,0.0,0.01,55,19,5.7,148
2008,0.09,0.03,0.0,0.02,0.13,69,25,5.6,50
2010,0.19,0.17,0.0,0.07,0.43,64,49,6.9,117
2010,0.23,0.12,0.0,0.04,0.39,63,68,7.2,201
2010,0.0,0.03,0.0,0.01,0.03,72,25,7.5,511
2003,0.06,0.05,0.0,0.02,0.13,62,26,7.0,9
2002,0.07,0.02,0.0,0.0,0.09,63,13,4.8,4
1985,0.0,0.03,0.0,0.01,0.03,59,9,5.8,19
1997,0.13,0.09,0.0,0.01,0.23,86,9,9.0,41
2007,0.04,0.03,0.0,0.01,0.07,33,5,4.5,6
2007,0.05,0.0,0.0,0.0,0.05,30,4,3.6,20
2004,0.04,0.01,0.0,0.0,0.06,59,22,6.6,7
2005,0.19,0.05,0.0,0.01,0.25,70,19,7.4,21
2007,0.08,0.0,0.0,0.01,0.08,43,11,6.7,55
2010,0.25,0.0,0.0,0.02,0.26,87,4,5.6,9
2004,0.35,0.01,0.0,0.06,0.42,47,4,7.5,13
2004,0.11,0.03,0.0,0.01,0.15,44,6,5.9,9
2003,0.27,0.21,0.0,0.07,0.55,41,14,4.8,12
2003,0.22,0.06,0.0,0.01,0.3,48,6,4.4,8
2006,0.01,0.01,0.0,0.0,0.02,30,4,4.2,5
2001,0.69,0.11,0.0,0.02,0.82,78,30,9.0,20
2003,0.2,0.04,0.0,0.01,0.25,80,34,7.7,20
2005,0.13,0.02,0.0,0.01,0.16,72,49,7.1,36
2003,0.09,0.07,0.0,0.02,0.18,86,35,8.8,26
2012,0.1,0.03,0.06,0.02,0.2,71,35,8.2,106
2012,0.12,0.02,0.02,0.01,0.17,73,38,7.9,105
2013,0.1,0.14,0.0,0.05,0.29,49,6,3.6,23
2013,0.16,0.1,0.0,0.02,0.28,59,3,5.6,25
2013,0.1,0.08,0.0,0.04,0.21,47,5,2.0,87
2013,0.11,0.04,0.0,0.02,0.16,53,4,6.9,63
2012,0.38,0.2,0.0,0.05,0.63,62,7,4.6,20
2012,0.18,0.05,0.0,0.02,0.26,63,13,3.5,27
2012,0.12,0.02,0.0,0.03,0.16,66,8,3.7,20
2016,0.0,0.02,0.0,0.0,0.02,52,13,7.9,34
2001,1.92,0.16,0.99,0.09,3.15,87,42,8.9,137
2015,0.19,0.11,0.09,0.03,0.41,46,20,4.4,173
2008,1.82,1.12,1.32,0.36,4.62,73,50,7.6,119
2015,0.51,1.02,1.4,0.12,3.05,66,60,6.9,106
2012,2.03,2.36,4.39,0.39,9.16,88,70,8.7,626
2005,2.5,3.45,5.33,0.86,12.13,86,57,8.7,242
2007,0.02,0.0,0.0,0.0,0.03,33,4,2.5,4
2007,0.07,0.05,0.0,0.01,0.13,78,14,7.5,19
2011,0.0,1.13,0.0,0.29,1.43,83,33,7.0,493
2015,0.02,0.22,0.0,0.02,0.25,72,45,5.9,278
2002,0.02,0.02,0.0,0.01,0.04,31,5,5.0,8
2002,0.01,0.0,0.0,0.0,0.02,35,4,8.7,10
2007,0.06,0.0,0.0,0.0,0.07,19,5,2.7,28
2010,0.11,0.06,0.0,0.03,0.2,66,17,6.1,12
2010,0.12,0.03,0.0,0.01,0.16,70,26,6.4,31
2010,0.0,0.03,0.0,0.0,0.03,64,7,7.5,18
2011,0.02,0.01,0.0,0.0,0.04,56,12,5.7,269
1999,0.71,0.48,0.32,0.11,1.63,90,19,8.8,53
2005,0.52,0.0,0.12,0.05,0.7,66,35,6.4,16
2002,0.12,0.09,0.38,0.03,0.63,82,31,8.4,32
2005,0.06,0.05,0.0,0.02,0.13,77,51,8.5,22
2004,0.13,0.15,0.0,0.05,0.33,51,48,5.8,4
2003,0.1,0.03,0.0,0.0,0.14,74,26,9.1,7
2007,0.28,0.04,0.64,0.03,0.99,78,48,8.1,84
2003,0.01,0.0,0.0,0.0,0.01,27,9,3.1,19
2012,0.05,0.0,0.05,0.01,0.11,75,13,7.8,20
2007,0.03,0.03,0.0,0.01,0.07,37,19,5.9,10
2007,0.06,0.05,0.04,0.02,0.16,77,12,8.1,8
2011,0.04,0.04,0.1,0.02,0.2,73,10,7.5,27
2010,0.09,0.08,0.0,0.02,0.19,63,25,4.4,307
2010,0.04,0.04,0.01,0.01,0.09,64,21,5.2,52
2005,0.17,0.24,0.0,0.14,0.56,75,39,6.6,21
2009,0.12,0.0,0.06,0.01,0.19,64,26,7.8,43
2004,0.03,0.02,0.0,0.01,0.06,59,24,4.2,10
2003,0.18,0.14,0.0,0.05,0.36,72,39,8.2,33
2001,0.17,0.14,0.0,0.05,0.36,45,23,5.3,10
2005,0.22,0.17,0.0,0.06,0.45,75,37,8.4,52
2005,0.22,0.06,0.0,0.01,0.29,72,43,8.1,16
2006,0.28,0.22,0.0,0.07,0.56,66,18,8.6,14
2006,0.11,0.03,0.0,0.01,0.15,65,17,8.5,10
2007,0.06,0.0,0.0,0.0,0.06,61,29,7.0,5
2009,0.0,0.12,0.0,0.02,0.14,77,38,7.5,589
2013,0.0,0.1,0.0,0.01,0.11,74,38,7.4,866
2003,0.09,0.03,0.0,0.0,0.13,79,41,7.2,15
2008,0.06,0.02,0.1,0.01,0.19,62,22,7.6,31
2008,0.06,0.01,0.07,0.01,0.15,64,22,7.7,38
2005,0.05,0.04,0.08,0.01,0.18,59,16,8.9,14
2004,0.06,0.05,0.14,0.02,0.26,73,19,8.7,7
2004,0.03,0.03,0.0,0.01,0.07,57,25,8.2,5
2013,0.0,0.0,0.12,0.0,0.12,66,18,7.4,28
2000,0.28,0.22,0.23,0.07,0.79,78,23,8.4,19
2001,0.11,0.08,0.19,0.03,0.41,75,16,8.8,30
2002,0.22,0.17,0.23,0.06,0.67,74,23,9.0,33
2009,0.0,0.0,0.08,0.0,0.08,43,6,6.7,6
2006,0.09,0.0,0.09,0.01,0.2,65,36,6.8,25
2007,0.19,0.01,0.03,0.02,0.25,65,31,7.2,31
2012,0.09,0.04,0.24,0.02,0.39,65,26,7.3,47
2012,0.13,0.03,0.04,0.01,0.21,68,37,7.2,37
2011,0.04,0.04,0.0,0.02,0.09,57,43,6.6,28
2000,0.17,0.11,0.0,0.02,0.3,74,8,5.3,4
2001,0.06,0.05,0.0,0.02,0.13,39,13,3.8,4
2006,0.01,0.0,0.0,0.0,0.02,36,6,4.0,5
2000,0.14,0.09,0.0,0.02,0.24,48,8,7.3,7
2001,0.09,0.07,0.0,0.02,0.17,54,15,4.6,5
2004,0.12,0.03,0.0,0.0,0.15,56,11,6.7,7
2008,1.09,0.37,0.02,0.16,1.64,72,76,7.6,233
2008,0.74,0.26,0.02,0.15,1.17,74,43,7.3,118
2010,0.62,0.24,0.0,0.09,0.95,73,79,7.3,126
2010,0.44,0.27,0.01,0.12,0.85,74,56,7.0,88
2010,0.12,0.13,0.0,0.08,0.32,49,11,6.0,32
2013,0.11,0.11,0.01,0.05,0.28,58,27,6.7,100
2013,0.16,0.07,0.0,0.02,0.26,54,55,6.2,195
2014,0.05,0.03,0.06,0.02,0.16,67,23,7.8,49
2015,0.03,0.01,0.04,0.01,0.09,69,43,6.6,23
2010,0.26,1.65,0.33,0.28,2.52,75,15,8.0,5
2015,0.0,0.0,0.01,0.0,0.01,82,9,8.3,20
2012,0.2,0.04,0.21,0.02,0.46,81,14,7.6,22
2006,0.02,0.02,0.0,0.01,0.04,60,19,7.0,4
2006,0.0,0.0,0.1,0.0,0.1,71,30,7.7,43
2010,0.08,0.01,0.13,0.01,0.24,61,27,5.4,101
2003,0.04,0.01,0.0,0.0,0.05,71,31,8.2,6
2011,0.13,0.06,0.0,0.03,0.22,49,33,4.8,28
2004,0.31,0.22,0.0,0.06,0.59,60,38,7.5,13
2011,0.27,0.16,0.02,0.04,0.49,43,37,4.4,24
2007,3.28,1.64,0.07,0.56,5.54,81,77,7.7,1074
2007,1.91,2.0,0.09,0.82,4.82,81,40,7.3,769
2008,0.03,0.01,0.0,0.0,0.05,58,30,6.3,30
2009,0.43,0.47,0.05,0.28,1.23,63,38,7.2,69
2010,2.85,0.38,0.03,0.24,3.49,89,81,8.3,693
2010,1.87,0.55,0.11,0.29,2.82,90,59,8.2,791
2011,0.15,0.34,0.0,0.1,0.59,88,24,8.2,1102
2011,1.41,2.01,0.1,0.7,4.22,80,39,7.5,613
2011,2.25,1.47,0.04,0.43,4.19,80,77,7.2,564
2011,0.14,0.48,0.0,0.12,0.74,80,20,7.4,771
2014,0.46,0.56,0.06,0.2,1.29,72,53,7.5,292
2014,0.58,0.34,0.0,0.09,1.01,72,32,7.3,318
2015,0.05,0.02,0.0,0.01,0.08,74,25,7.5,362
2014,1.19,2.07,0.08,0.62,3.96,70,40,4.9,2050
2014,2.27,0.9,0.0,0.33,3.5,72,59,4.1,1005
2014,0.18,0.33,0.0,0.04,0.55,70,10,3.0,1463
2016,0.01,0.04,0.01,0.01,0.07,70,6,8.0,24
2015,0.0,0.03,0.0,0.01,0.04,69,44,6.4,83
2009,2.54,1.93,0.21,0.86,5.55,91,70,8.6,1202
2009,3.11,1.55,0.08,0.51,5.26,90,82,8.8,1305
2010,0.01,0.45,0.0,0.09,0.55,86,22,6.9,1611
2009,0.15,0.11,0.0,0.03,0.28,69,20,7.3,22
2012,2.64,2.52,0.16,1.12,6.45,85,41,6.9,1307
2012,3.13,1.69,0.03,0.44,5.29,84,61,6.7,1196
2012,0.28,0.53,0.0,0.12,0.93,80,21,6.2,1489
2012,0.19,0.13,0.0,0.03,0.35,85,26,7.1,216
2012,0.53,0.48,0.06,0.24,1.32,70,71,7.2,318
2013,1.33,1.68,0.13,0.57,3.71,88,36,8.1,840
2013,1.9,1.11,0.01,0.29,3.3,86,35,7.9,701
2013,1.07,1.31,0.06,0.42,2.85,83,29,7.8,1530
2013,0.22,0.38,0.0,0.05,0.64,84,10,7.7,1470
2013,0.17,0.09,0.0,0.03,0.29,86,5,7.7,207
2015,0.81,1.99,0.07,0.52,3.39,76,86,6.8,1319
2015,0.62,0.56,0.0,0.11,1.3,78,22,6.1,402
2015,0.11,0.09,0.0,0.02,0.21,74,14,5.9,544
2016,0.04,0.13,0.0,0.03,0.2,72,32,7.4,49
2016,0.03,0.04,0.0,0.01,0.08,74,13,7.6,24
2016,0.0,0.05,0.0,0.01,0.06,73,35,6.2,70
2016,0.0,0.01,0.0,0.0,0.02,63,9,6.7,27
2006,0.03,0.0,0.0,0.0,0.03,48,35,4.9,18
2004,0.04,0.03,0.0,0.01,0.09,54,29,6.9,7
2003,0.06,0.02,0.0,0.0,0.09,85,37,8.6,18
2009,0.05,0.04,0.0,0.01,0.11,56,4,5.0,4
2009,0.1,0.0,0.0,0.01,0.11,48,17,3.5,4
2012,0.18,0.12,0.06,0.05,0.4,71,39,7.4,169
2012,0.15,0.06,0.01,0.02,0.24,71,54,6.5,131
2004,0.33,0.01,0.0,0.05,0.4,66,12,4.3,6
2007,0.08,0.0,0.0,0.01,0.09,64,17,6.0,4
2009,0.08,0.0,0.03,0.01,0.12,70,11,6.7,15
2012,0.06,0.04,0.14,0.02,0.26,70,17,6.6,120
2004,0.08,0.06,0.0,0.02,0.15,74,38,7.7,38
2005,0.03,0.02,0.0,0.01,0.06,68,34,7.8,14
2014,0.06,0.02,0.08,0.02,0.18,76,26,7.7,44
2015,0.03,0.02,0.06,0.01,0.12,75,32,8.1,47
2010,0.12,0.06,0.21,0.03,0.42,74,19,6.7,109
2004,0.13,0.1,0.0,0.03,0.27,61,57,7.2,13
2005,0.02,0.01,0.0,0.0,0.03,62,10,7.5,6
2010,0.04,0.0,0.0,0.0,0.04,38,8,1.7,10
2013,0.0,0.0,0.42,0.0,0.42,46,22,4.5,34
2001,2.07,0.26,0.0,0.08,2.41,82,16,8.4,53
2005,0.53,0.0,0.0,0.04,0.57,63,32,7.8,16
2002,1.92,0.2,0.0,0.06,2.18,82,26,8.9,28
2004,1.0,0.04,0.0,0.16,1.2,78,37,8.4,16
2003,0.22,0.06,0.0,0.01,0.28,70,18,9.0,4
2002,0.19,0.15,0.0,0.05,0.39,66,20,7.5,13
2008,0.11,0.0,0.12,0.01,0.24,71,29,7.4,13
2008,0.0,0.01,0.0,0.0,0.02,75,33,8.5,25
2006,0.39,0.1,0.0,0.01,0.5,60,10,6.5,4
2006,0.3,0.01,0.0,0.03,0.33,64,9,6.4,7
2006,0.23,0.02,0.0,0.02,0.28,56,15,5.8,8
2006,0.1,0.0,0.0,0.01,0.11,57,9,6.3,10
2009,0.08,0.0,0.03,0.01,0.11,50,17,6.2,9
2016,0.01,0.0,0.0,0.0,0.01,77,20,8.4,62
2001,0.18,0.05,0.0,0.01,0.24,52,26,8.5,14
2011,0.07,0.01,0.0,0.01,0.09,66,5,6.8,51
2011,0.05,0.0,0.0,0.0,0.05,66,7,4.1,9
2003,0.1,0.03,0.0,0.0,0.13,70,4,9.4,5
2008,0.04,0.0,0.0,0.0,0.04,37,4,7.8,5
2003,0.3,0.23,0.0,0.08,0.6,51,24,7.8,29
2003,0.13,0.04,0.0,0.01,0.17,50,15,5.0,7
2004,0.14,0.11,0.0,0.04,0.28,46,23,4.7,10
2004,0.56,0.44,0.0,0.15,1.15,43,5,3.4,13
2004,0.14,0.04,0.0,0.01,0.18,35,20,5.9,9
2004,0.03,0.01,0.0,0.0,0.05,35,11,2.0,9
2008,0.1,0.08,0.0,0.03,0.21,61,21,5.0,11
2008,0.12,0.06,0.0,0.02,0.2,65,35,7.1,18
2009,1.26,0.02,0.0,0.1,1.38,60,6,6.7,7
2009,0.59,0.03,0.0,0.05,0.66,62,12,7.2,11
2009,0.2,0.02,0.0,0.02,0.24,60,16,5.2,9
2009,0.19,0.03,0.0,0.02,0.23,63,10,8.2,5
2001,0.61,0.48,0.0,0.16,1.24,87,29,8.3,90
2002,0.15,0.04,0.0,0.01,0.2,83,25,8.3,26
2002,0.11,0.03,0.0,0.0,0.14,79,10,7.7,22
2004,0.02,0.01,0.0,0.0,0.03,76,17,6.5,11
2004,0.34,0.26,0.0,0.09,0.68,78,44,8.7,54
2004,0.19,0.06,0.0,0.01,0.26,77,44,7.9,16
2000,0.1,0.07,0.0,0.01,0.18,68,10,5.3,4
2007,0.02,0.0,0.0,0.0,0.02,19,6,2.8,25
2009,0.59,0.29,0.0,0.09,0.97,79,20,6.6,15
2009,0.51,0.21,0.0,0.07,0.79,76,52,5.0,30
2009,0.41,0.23,0.0,0.11,0.74,76,45,5.7,9
2009,0.2,0.19,0.0,0.04,0.43,65,18,7.0,4
2008,0.07,0.0,0.0,0.01,0.08,83,38,8.1,27
2008,0.0,0.01,0.0,0.0,0.01,77,17,8.2,70
2003,0.24,0.09,0.0,0.01,0.33,72,21,8.1,18
2005,0.07,0.03,0.0,0.0,0.1,68,22,5.9,9
2002,0.4,0.15,0.0,0.01,0.56,47,5,7.0,4
2006,0.05,0.04,0.0,0.01,0.09,62,13,8.7,10
2006,0.04,0.0,0.0,0.0,0.04,65,15,5.7,7
2007,0.05,0.04,0.02,0.01,0.13,60,6,8.8,44
2008,0.07,0.0,0.0,0.01,0.07,50,22,8.1,24
2002,0.1,0.04,0.0,0.0,0.13,80,16,7.8,5
2009,0.2,0.0,0.0,0.02,0.21,63,4,5.8,5
2001,0.14,0.11,0.0,0.04,0.28,57,11,5.8,4
2003,0.21,0.05,0.0,0.01,0.27,80,48,9.0,59
2006,0.06,0.02,0.02,0.0,0.1,75,21,8.9,23
2009,2.24,1.31,0.07,0.61,4.23,91,70,8.9,1122
2009,2.2,0.95,0.02,0.31,3.48,92,78,8.7,1080
2009,0.0,0.28,0.0,0.05,0.32,91,29,8.7,1736
2011,2.71,1.85,0.11,0.81,5.48,96,42,8.6,2162
2011,2.99,1.27,0.04,0.42,4.73,94,87,8.7,1472
2011,0.16,0.28,0.0,0.09,0.53,91,27,8.6,1847
2015,1.53,1.69,0.1,0.64,3.95,87,89,7.6,2679
2015,0.88,0.47,0.0,0.14,1.49,85,16,6.6,694
2015,0.09,0.03,0.0,0.01,0.13,70,14,2.5,1967
2013,1.07,0.8,0.04,0.38,2.29,76,46,7.7,668
2013,1.15,0.56,0.0,0.17,1.88,74,46,7.5,685
2013,0.13,0.16,0.0,0.02,0.31,74,17,7.5,1170
2013,0.19,0.09,0.0,0.03,0.31,68,5,7.4,127
2013,0.16,0.17,0.0,0.1,0.42,61,38,6.8,106
2013,0.16,0.09,0.0,0.02,0.27,68,7,6.8,38
2016,0.25,0.0,0.0,0.06,0.3,75,59,7.3,89
2003,0.08,0.02,0.0,0.0,0.11,25,13,3.6,18
2003,0.06,0.02,0.0,0.0,0.08,29,14,3.2,19
2016,0.07,0.16,0.0,0.04,0.26,73,28,8.5,79
2016,0.05,0.05,0.0,0.01,0.11,77,6,8.2,43
2003,0.17,0.13,0.0,0.05,0.35,63,21,8.3,14
2003,0.08,0.02,0.0,0.0,0.11,67,17,7.7,6
2003,0.05,0.02,0.0,0.0,0.07,63,12,6.8,4
2010,0.23,0.04,0.0,0.02,0.29,74,14,8.0,8
2001,0.27,0.21,0.0,0.07,0.55,68,19,6.7,12
2001,0.2,0.05,0.0,0.01,0.26,70,17,5.8,16
2005,0.27,0.21,0.0,0.07,0.56,64,41,7.3,70
2005,0.16,0.04,0.0,0.01,0.21,65,56,7.1,21
2005,0.12,0.05,0.0,0.0,0.17,61,5,6.9,9
2005,0.11,0.03,0.0,0.0,0.15,66,38,7.2,10
2005,0.25,0.07,0.07,0.01,0.4,76,43,8.8,18
2007,0.22,0.02,0.08,0.02,0.34,75,38,7.6,45
1994,0.39,0.26,0.53,0.08,1.27,69,4,6.3,4
2004,0.02,0.01,0.0,0.0,0.03,48,9,8.7,7
2016,0.12,0.08,0.02,0.04,0.26,68,55,6.8,402
2016,0.1,0.04,0.0,0.01,0.15,71,20,7.2,171
2016,0.04,0.04,0.0,0.01,0.08,69,34,6.9,400
2003,0.02,0.01,0.0,0.0,0.03,73,17,9.0,5
2008,0.07,0.0,0.01,0.01,0.09,71,22,6.6,8
2008,0.81,0.46,0.04,0.15,1.46,83,70,7.7,263
2008,0.76,0.35,0.05,0.18,1.34,84,50,8.1,203
2010,2.1,1.01,0.04,0.32,3.47,88,75,8.6,869
