NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
0.4250746,0.30565163,0.07108284,0.0967207,0.79827917,73.65374,33.31126,7.4660034,232.81891
0.2406143,0.12115084,0.03646491,0.041721236,0.42768028,66.60019,24.35202,6.926047,73.35849
0.27568313,0.14402981,0.038666543,0.049096655,0.49233684,68.883286,26.220297,7.1671004,83.417625
0.2837075,0.11949635,0.028993519,0.043251578,0.54324293,70.05161,26.82946,7.2425117,87.33444
0.22981511,0.122816384,0.024577646,0.046863224,0.41648138,64.06316,23.369734,6.631825,74.607086
0.22301601,0.11457663,0.030169172,0.038987935,0.3779427,65.898964,23.520838,6.8507853,62.442036
0.27616125,0.14460665,0.031226931,0.053459965,0.5128654,67.94241,26.14254,7.037383,93.15826
0.31382355,0.16148575,0.036811795,0.05916645,0.58080477,70.88781,28.36259,7.33665,118.0361
0.24344307,0.1291873,0.02652047,0.048794065,0.44466558,65.201,24.1851,6.7507567,80.13604
0.2384086,0.12015392,0.035930846,0.0413675,0.4222499,66.47961,24.238634,6.9132876,72.29304
0.20312954,0.09918866,0.03094617,0.03749341,0.370216,64.075714,22.347763,6.6442575,68.89945
0.23385857,0.12528591,0.02703095,0.047819,0.44379976,65.14077,23.76415,6.742374,73.48129
1.9977412,1.4102237,0.48091766,0.44290945,4.1154633,83.83868,54.483166,7.7585483,1174.6442
0.31445265,0.16538979,0.03878084,0.06091073,0.58808863,71.021866,28.349657,7.3415437,122.404305
0.25031367,0.13557206,0.02857848,0.050543398,0.4725649,66.02246,24.59365,6.8386707,76.484085
0.29868695,0.13362882,0.030665318,0.051695358,0.5800528,70.572464,27.42877,7.2706747,111.35629
0.38938722,0.27425775,0.0582974,0.08596609,0.68851215,72.49404,31.810972,7.4433913,178.49731
0.45451066,0.245582,0.075381845,0.08662203,0.8097484,74.416626,32.884373,7.5798397,244.16167
0.31785646,0.16916734,0.040614735,0.0626446,0.5956564,71.29078,28.507288,7.3604336,129.96709
0.17688231,0.083549835,0.023098195,0.036912434,0.34427017,62.797077,21.146437,6.4778066,71.76172
0.30829135,0.16228993,0.037361953,0.05943238,0.5812521,70.63347,28.015276,7.3089848,112.17857
0.314671,0.1389967,0.040577635,0.057209488,0.6338109,71.38067,28.157784,7.3192573,149.58415
0.8974634,0.7096447,0.23137763,0.22833435,2.072697,79.13758,44.850433,7.442738,735.27765
0.330718,0.1484515,0.049855873,0.06295518,0.68461853,72.38719,28.988615,7.3836155,185.52155
0.22684547,0.1155279,0.032245804,0.039551783,0.39099243,65.96095,23.676184,6.857946,65.656456
0.22071709,0.120826535,0.02476926,0.046230964,0.41447702,63.777767,22.889084,6.602402,65.64153
0.25945294,0.13854444,0.029439447,0.051520336,0.48585626,66.683975,25.141485,6.9069753,82.83044
0.42675617,0.313594,0.07276193,0.09852137,0.80662805,73.65659,33.510155,7.4582314,238.23898
0.32286215,0.17085762,0.04134637,0.06347787,0.5996904,71.58454,28.789822,7.3865237,137.5076
0.4495182,0.36776128,0.09108264,0.114336945,0.93039274,74.230064,35.799477,7.4056087,313.06354
0.5376655,0.4304028,0.13982818,0.14298142,1.308916,76.96299,40.58023,7.4345627,519.2622
1.6158903,1.1510676,0.39104143,0.3695637,3.4587297,82.585335,50.83718,7.668528,1029.7855
0.30477494,0.15746191,0.035128903,0.05738653,0.56979215,70.29072,27.854914,7.2825027,105.82487
0.2596994,0.13826108,0.02933908,0.051457785,0.4846459,66.673416,25.156548,6.905614,83.7394
0.4855305,0.32121384,0.09121739,0.114316665,1.0135812,75.357666,35.861366,7.5160403,348.39548
0.3143768,0.16465944,0.038411383,0.060585108,0.58673376,70.99887,28.354624,7.34084,121.637085
0.2532822,0.13276781,0.027576687,0.049938865,0.46061653,65.942894,24.77459,6.827645,86.196236
0.4644732,0.27598193,0.079350784,0.101087965,0.8997271,74.91579,34.049263,7.543803,297.76392
0.32261983,0.12965116,0.053051744,0.05466358,0.6748352,72.0838,28.644356,7.373454,175.00423
0.28918266,0.15073945,0.03496218,0.055583566,0.5582455,69.80382,27.091236,7.229244,96.584404
0.30746433,0.12454015,0.04371671,0.049808696,0.6254393,71.32405,27.955267,7.3265777,140.26254
0.29393393,0.153118,0.037253223,0.05716468,0.5688357,70.41094,27.415594,7.280538,108.18107
0.30359077,0.16056463,0.036604684,0.058588594,0.5772106,70.35399,27.75178,7.284425,104.96979
0.28808278,0.15175965,0.034441162,0.055675745,0.553914,69.46549,26.943562,7.1961703,93.86282
0.35137585,0.23283081,0.0383089,0.07224302,0.61400855,71.07023,30.453888,7.338223,131.78815
0.13621528,0.062758096,0.017223837,0.031271264,0.2655268,59.743862,18.832445,6.152918,58.799946
0.26370305,0.13775961,0.031608745,0.051804494,0.5072308,67.85856,25.626095,7.024285,87.80772
0.45163897,0.24557628,0.072874755,0.090397164,0.81852156,74.55999,32.844707,7.567489,258.1925
0.30700397,0.13657537,0.046215072,0.05201713,0.60768795,70.90461,27.838331,7.3132,130.64323
0.5117885,0.45730668,0.13638616,0.13386251,1.193652,76.008896,39.893074,7.3603163,463.09946
0.3949985,0.22250114,0.0475023,0.090985276,0.7453951,72.919,30.825537,7.4233713,217.83176
0.30139524,0.15392809,0.033982906,0.056429878,0.5543721,69.855934,27.65426,7.235794,108.419205
0.15721701,0.07857422,0.023467949,0.028031433,0.24503629,61.118286,19.804962,6.3497725,41.617847
0.26258147,0.14123665,0.030303435,0.05226429,0.49763206,67.04123,25.327692,6.9451118,81.60414
0.34070417,0.14605239,0.05546048,0.057410423,0.6842522,72.30049,29.18761,7.4016366,175.82204
0.4670541,0.3639584,0.10145533,0.112205565,1.0068389,75.1307,36.481678,7.431435,350.64264
0.52496845,0.4055011,0.116375156,0.13846907,1.2288675,76.26324,39.290665,7.4621005,450.1635
0.21427259,0.115437254,0.022323458,0.044633448,0.38384923,62.75663,22.439913,6.495187,68.531204
0.26105767,0.13978387,0.02983453,0.05186734,0.49128607,66.85618,25.237112,6.9252906,82.48861
0.7283369,0.6197152,0.19445804,0.19487993,1.7022084,78.023544,43.238743,7.3613205,657.76965
0.21701132,0.107806526,0.03469462,0.03776327,0.38200146,64.80408,22.996208,6.7380643,66.640755
0.28537393,0.13439576,0.036765393,0.04879655,0.53511935,69.70541,26.74521,7.2127995,101.045044
0.52809346,0.4780217,0.14493303,0.14649083,1.2755864,76.61642,40.901833,7.3405695,525.31616
0.40123397,0.28633565,0.06037529,0.08959824,0.6776996,72.648285,31.713339,7.4735646,171.91
0.3187664,0.17350826,0.042798746,0.06458755,0.6037946,71.450325,28.505716,7.3669405,135.0754
0.28256053,0.14984024,0.0335016,0.05500108,0.54165363,68.90007,26.57828,7.1380506,90.635925
0.5000486,0.3998547,0.1227559,0.13872433,1.1885436,75.98763,39.840122,7.3781786,472.16577
0.31687048,0.16989751,0.041011166,0.06295264,0.5968135,71.260895,28.437689,7.35576,129.46692
0.29186344,0.15477937,0.03442815,0.05637725,0.5575592,69.47463,27.079754,7.199368,93.78073
0.5047078,0.4199243,0.12744452,0.13112774,1.1578051,76.07375,38.85457,7.392339,455.97577
0.40106905,0.20413081,0.06319314,0.075318,0.7454887,73.25976,31.09146,7.4835057,208.80063
0.28348836,0.123556815,0.03375399,0.0466376,0.54338723,69.950195,26.729712,7.2127423,107.53216
0.40986344,0.23408823,0.04667039,0.09476409,0.7681807,73.14701,31.358286,7.462657,214.1694
0.18824044,0.095965646,0.026013149,0.033224158,0.30576405,63.451077,21.579138,6.594006,50.70676
0.44929138,0.33488587,0.0867722,0.105595246,0.9253546,74.57258,35.103794,7.4479885,300.86832
0.2946746,0.15399027,0.037075423,0.057270505,0.56955475,70.365234,27.427094,7.277727,106.76122
0.45533672,0.27737078,0.05420519,0.10527125,0.8403907,73.88585,33.157745,7.5423293,228.46817
0.25030604,0.12395123,0.032680687,0.047815055,0.48421866,67.87402,25.184393,7.021208,91.514435
0.3172131,0.17093986,0.041532435,0.063421234,0.59879076,71.30539,28.444868,7.357951,130.84174
0.24306226,0.1241315,0.029633297,0.04824018,0.4700986,66.783745,24.605505,6.90597,85.31247
0.32413718,0.14660884,0.04875148,0.0641613,0.68395793,72.368256,28.839748,7.3770885,187.662
0.2568704,0.13484165,0.030575486,0.050882008,0.49279273,67.24635,25.203142,6.960697,84.619965
0.21451376,0.10442782,0.02710451,0.043172307,0.4198919,65.434685,23.239563,6.755426,83.127914
0.34902474,0.153304,0.056703713,0.059048213,0.6903752,72.38701,29.430851,7.412457,177.81168
0.2903337,0.12608534,0.028480234,0.04687894,0.5582046,70.271255,27.097454,7.2567897,94.4938
0.37945673,0.21105823,0.05644245,0.07631925,0.7011829,72.8094,30.50007,7.46381,180.96642
0.29413834,0.15278623,0.033713415,0.055952087,0.54907495,69.42582,27.21829,7.1922913,100.90729
0.3543476,0.16807772,0.05218978,0.06746739,0.69751585,72.3999,29.567911,7.3976207,187.99124
0.25184813,0.13424921,0.028103719,0.050261885,0.46693525,65.99123,24.687078,6.834087,81.24726
0.25903234,0.13491915,0.028213983,0.05062229,0.47019246,66.381065,25.11905,6.873098,89.61844
0.313728,0.16428672,0.038238447,0.06040886,0.58592886,70.95676,28.32002,7.3373914,120.51737
0.4952906,0.42363766,0.12410088,0.12489234,1.1210749,75.641045,38.638607,7.3871913,417.95276
0.29186812,0.15393811,0.03414214,0.056171652,0.55392945,69.40914,27.0807,7.1919775,95.494415
0.34269094,0.19816487,0.046850655,0.0695448,0.61065584,71.96441,29.345695,7.4290667,140.9623
0.30927828,0.16759562,0.04242498,0.0639322,0.5974761,70.8322,27.97245,7.308281,130.55049
0.2874757,0.1520082,0.03355788,0.055579532,0.5453782,69.05205,26.817804,7.1547327,93.46181
0.31127483,0.16232829,0.037305262,0.059498616,0.5818774,70.78305,28.196388,7.324111,115.774895
0.3885488,0.19797336,0.059165306,0.07306168,0.7276193,73.17966,30.756104,7.4726224,199.51933
0.24384406,0.123718105,0.035614334,0.042310663,0.43048733,66.98608,24.577015,6.966023,72.98024
0.28748655,0.14873993,0.03244675,0.054780606,0.5312771,68.797295,26.821056,7.1259894,100.10951
0.33118376,0.18187205,0.027221514,0.07814847,0.6401395,71.26106,28.519602,7.27881,164.5317
0.3282221,0.18228807,0.044739053,0.066791184,0.6092495,71.76784,28.881222,7.398429,141.30315
0.50707716,0.44444725,0.13546231,0.13341062,1.1886439,75.99724,40.051346,7.363619,465.68436
0.17087907,0.09210547,0.01593162,0.030697009,0.24449907,63.255527,20.898928,6.5702395,35.34177
0.45030525,0.24409603,0.07461263,0.090827,0.82852536,74.69366,32.90451,7.565009,268.22733
0.27586606,0.13347757,0.03355387,0.0480153,0.5046711,69.18734,26.250906,7.1627245,93.574295
0.218095,0.108545505,0.027029848,0.044073932,0.42397252,65.33902,23.322985,6.7490807,80.96208
0.25034675,0.13410561,0.02807944,0.05018569,0.46623912,65.90948,24.596806,6.8259034,79.5051
0.23033424,0.11602847,0.034677196,0.040041864,0.40458158,65.94826,23.798227,6.8574324,69.22552
0.2987834,0.15817876,0.035514288,0.057449654,0.57193655,70.051796,27.490444,7.2590346,97.02139
0.36147335,0.22723421,0.05092877,0.07587866,0.6470779,72.081345,30.456238,7.4245744,158.8363
0.31222904,0.16297822,0.037611403,0.05980302,0.5832481,70.84768,28.245945,7.329228,117.51605
0.48950252,0.3317014,0.08002048,0.11966778,1.0256618,75.08381,36.04085,7.5197043,326.151
0.4778523,0.30468276,0.08715179,0.10943749,0.9722489,75.20349,35.20377,7.5259905,330.552
0.26267532,0.13511178,0.036227588,0.045613,0.46427497,68.488846,25.675592,7.123171,77.43457
0.24368894,0.12307503,0.036421537,0.04224881,0.4327674,66.86929,24.538532,6.9541078,73.90828
0.3877726,0.27120012,0.057925135,0.08652037,0.6962542,72.44583,31.964375,7.43163,184.75922
0.23910075,0.1208321,0.029416936,0.047445633,0.4638933,66.68751,24.446156,6.893744,85.84713
0.3074637,0.1662821,0.039413016,0.06119178,0.5884268,70.6973,27.912512,7.3065395,114.88996
0.2920395,0.15459454,0.034362447,0.056336865,0.55677044,69.46846,27.090498,7.1985507,94.39438
0.31170756,0.16402943,0.038159195,0.06026128,0.5850808,70.84937,28.200407,7.3270464,117.86765
0.31353974,0.12609132,0.047793478,0.051704857,0.64651704,71.643745,28.237488,7.346231,155.11426
0.51296014,0.38097832,0.100872144,0.13278206,1.1578312,75.778984,38.15173,7.4837203,400.61624
0.3044518,0.16190714,0.03726532,0.059199024,0.5798352,70.43219,27.786575,7.2893724,107.24133
0.26847458,0.1378423,0.03279575,0.052132886,0.5199476,68.600716,26.0259,7.0986586,92.93175
0.26358944,0.13779506,0.029117053,0.05145026,0.48283365,66.81977,25.391106,6.9194355,89.9542
0.4663654,0.30142954,0.056948874,0.11342787,0.92334586,74.35358,34.372574,7.5313516,259.51367
0.28301698,0.14840886,0.032407336,0.054577343,0.52962077,68.56146,26.552242,7.102475,94.72742
0.2887688,0.14986084,0.03280682,0.055089787,0.5361788,68.945076,26.897358,7.141773,99.571434
0.2966739,0.1568981,0.0350697,0.057026982,0.5669461,69.866104,27.367668,7.2402024,95.99651
0.21209249,0.10312336,0.026802743,0.042801723,0.41513976,65.26126,23.104128,6.7370377,82.39913
0.306794,0.16250303,0.037508518,0.059502315,0.58136475,70.56451,27.921331,7.3014946,110.588905
0.48499256,0.38366833,0.11504497,0.11694362,1.0586286,75.46894,37.397743,7.4254737,388.60117
0.43905842,0.24900688,0.066557564,0.08156065,0.7510232,73.78907,32.327118,7.562735,196.59935
0.29014906,0.15280572,0.033785295,0.055847697,0.5489557,69.23994,26.978113,7.174079,95.464294
0.3107971,0.16458796,0.038466442,0.06049432,0.5859368,70.818726,28.137653,7.3226795,117.29846
0.29036218,0.15056701,0.033020817,0.05530608,0.53930706,69.07509,26.992722,7.155338,100.29655
0.28760937,0.1502357,0.0329532,0.055149738,0.53773725,68.91989,26.827261,7.139733,97.240166
1.2050358,0.9117203,0.29935497,0.29061747,2.6403446,80.55448,46.90719,7.498737,865.3806
0.4453521,0.25843602,0.056907073,0.09833563,0.80229825,73.76747,32.50215,7.5322056,226.5622
0.25498706,0.13694711,0.028969483,0.051007524,0.4787361,66.34941,24.873901,6.872321,80.023445
0.16331655,0.084571905,0.020167345,0.029218687,0.2449982,62.064266,20.29106,6.4473667,38.891865
0.4582572,0.35368142,0.09392646,0.110562034,0.9748342,74.886116,35.91511,7.4333973,330.15387
0.2515064,0.1251762,0.031520024,0.048966467,0.49139306,67.95257,25.265045,7.023818,93.048836
0.30014998,0.122672625,0.03880859,0.047525845,0.6000632,70.939156,27.615496,7.302916,122.38215
0.44043675,0.25275403,0.062122755,0.09491637,0.789445,73.82678,32.31566,7.514885,238.32617
0.5483673,0.48347858,0.15343924,0.15726438,1.4052156,77.40367,42.227413,7.3674927,582.3333
0.3052958,0.16164699,0.0371115,0.059097424,0.5795146,70.46738,27.841366,7.2935333,108.00768
0.41247398,0.21446562,0.0650496,0.07831662,0.75744003,73.45742,31.458113,7.5009294,215.00336
0.31165868,0.16438796,0.038342774,0.0604197,0.58572984,70.85637,28.192726,7.326956,118.141464
0.23247646,0.116432905,0.028789053,0.046297614,0.45201072,66.34668,24.11998,6.8561645,85.08421
0.40754595,0.34481815,0.07575717,0.102750786,0.82219666,74.34748,35.751846,7.437235,280.95502
0.31333014,0.16729185,0.03977665,0.061736982,0.59137154,71.01602,28.256369,7.3366904,122.82708
0.4151365,0.22502534,0.06308088,0.07751328,0.7393674,73.48601,31.578815,7.519732,197.4438
0.19119959,0.10379977,0.01715236,0.03411781,0.28286955,64.84075,22.077147,6.736036,40.765095
1.7160355,1.220947,0.41657785,0.38823438,3.6334362,82.92465,52.229137,7.6986556,1070.1328
0.31427413,0.17039458,0.041330222,0.06313058,0.5972431,71.14468,28.273117,7.3428283,126.82876
0.2151178,0.11112206,0.028086705,0.037728682,0.3579617,65.48897,23.120958,6.8073153,58.4249
0.38662434,0.25892007,0.05603559,0.08184621,0.6502464,72.44837,31.13246,7.47839,156.49287
0.19794029,0.108252324,0.022002714,0.04269587,0.37018234,62.195156,21.63124,6.4340715,59.235394
0.30977076,0.13150167,0.041236207,0.0531306,0.6250407,71.28246,27.995605,7.318566,141.7106
0.30223477,0.16179554,0.037265174,0.059112906,0.579218,70.31885,27.653084,7.2780957,104.4919
0.27565902,0.14544941,0.031521622,0.05365231,0.51647604,67.984634,26.111631,7.042493,90.76745
0.32100195,0.17585902,0.04542955,0.06762706,0.6215807,71.25047,28.440033,7.3370576,144.9633
0.2926989,0.1526556,0.03369256,0.055880774,0.5484383,69.348,27.131735,7.1845074,99.2225
0.17427789,0.086893104,0.026703445,0.03080676,0.28421754,62.165806,20.714344,6.4601417,48.79578
0.43699986,0.24566352,0.067286916,0.08139565,0.7550759,73.88257,32.301117,7.562321,202.52467
0.44936284,0.26477286,0.08280267,0.09647911,0.87889546,74.993904,33.63599,7.529442,304.24753
0.26054564,0.123719655,0.025536602,0.04452947,0.46511373,68.61145,25.532951,7.0960197,81.77216
0.43561742,0.23747364,0.068198025,0.08436315,0.7795336,73.98509,32.25933,7.5450873,226.29002
0.29569414,0.15284091,0.033706546,0.05600803,0.5493904,69.50318,27.311909,7.199943,102.9036
0.28172916,0.14634982,0.031728413,0.054038595,0.52067065,68.34013,26.476349,7.078399,97.16198
0.27330902,0.14140423,0.030184982,0.05259879,0.49890196,67.55828,25.973372,6.996024,95.7943
0.48512632,0.32153538,0.082815185,0.1158003,1.0056792,75.13185,35.727818,7.521989,328.07858
0.27473575,0.14199755,0.033389896,0.05321753,0.5311826,68.923325,26.334347,7.1342216,93.65712
0.28207105,0.13626379,0.03611744,0.04892322,0.5215746,69.453896,26.556845,7.1935024,96.69731
0.2188859,0.11319863,0.026122103,0.044877827,0.41983026,64.71541,23.141424,6.6902947,74.934586
0.24147974,0.13094623,0.027610747,0.04923657,0.45666337,65.436485,24.107409,6.776426,73.471085
0.25399426,0.1332965,0.02774478,0.05008764,0.462934,66.01763,24.817034,6.8355837,86.087616
0.23986588,0.119438894,0.035873935,0.042848364,0.43951097,66.59972,24.360792,6.915302,78.483154
0.20351137,0.11251028,0.022397941,0.043751538,0.37942395,62.39199,21.875748,6.4571223,59.049778
0.16975182,0.08951823,0.0043541095,0.033426452,0.25217733,59.33258,20.055098,6.1690803,26.075003
0.28358066,0.11900667,0.027333325,0.042584974,0.54183406,70.05282,26.839886,7.247945,81.50619
0.31848213,0.15579249,0.046366554,0.06439338,0.64933854,71.73936,28.495466,7.3485637,165.18602
0.43569255,0.23550615,0.07151382,0.085703336,0.79593045,74.46387,32.42419,7.559293,247.3508
0.3067237,0.15707174,0.04294094,0.062390584,0.6091053,70.99543,27.932491,7.307048,140.6829
0.22146046,0.11135196,0.033509854,0.038575783,0.38582686,65.33732,23.306616,6.793303,66.10414
0.23874825,0.11745912,0.03068264,0.04646604,0.4648554,67.134224,24.575579,6.938748,89.50376
0.42861503,0.24005775,0.06174764,0.0902964,0.7760767,73.64971,31.93949,7.5002775,231.80986
0.41550702,0.23916127,0.061933797,0.08190593,0.73572254,73.60384,31.720957,7.5371914,193.26215
0.37695706,0.19105037,0.054526594,0.07516478,0.72159874,72.771935,30.28627,7.4264274,202.10678
0.29795173,0.15437365,0.03419068,0.05644462,0.5561189,69.72896,27.446602,7.2238507,102.8507
0.30580822,0.16433595,0.040432956,0.0615253,0.5884999,70.795296,27.87609,7.3101444,121.253845
0.41610426,0.2528906,0.06220012,0.08499258,0.75348157,73.698326,32.0911,7.5182962,202.63234
0.19812717,0.11064359,0.020958012,0.043019433,0.36234263,61.623734,21.471745,6.37855,56.391354
0.31916276,0.12752697,0.051566675,0.053459834,0.66602534,71.93964,28.498693,7.364421,168.86008
0.26647672,0.13287084,0.034871176,0.050156172,0.5146045,68.982445,26.069317,7.140382,95.68498
0.2767227,0.14497986,0.031344615,0.053566586,0.51450413,67.99793,26.176043,7.0432577,93.16136
0.25079432,0.13474022,0.02828787,0.05035311,0.469,65.980064,24.623245,6.833556,78.8234
0.29667684,0.15683791,0.03504919,0.05701235,0.56668663,69.86154,27.367891,7.239686,96.1226
0.37072664,0.23364253,0.052017927,0.07638005,0.6267987,72.29385,30.382215,7.4714174,146.41074
0.20379668,0.113114424,0.021705179,0.04377879,0.37329292,62.08307,21.811092,6.426446,59.055943
0.32929805,0.16679764,0.048395958,0.06759048,0.6624199,71.99756,28.890272,7.372771,170.90157
0.31631148,0.12679899,0.049653377,0.05256994,0.65613323,71.7896,28.366243,7.3551974,161.88994
0.39099708,0.27900645,0.058969118,0.0869443,0.6916471,72.61763,31.92441,7.448509,181.3407
0.20889759,0.10120898,0.026450505,0.042281527,0.4091296,65.06351,22.935738,6.715735,81.723816
0.27842557,0.1435863,0.03084304,0.053272385,0.5085781,67.969086,26.279665,7.038828,98.29603
0.3290646,0.1683758,0.03398849,0.07219724,0.64986473,71.48082,28.556965,7.30341,167.86948
0.32308242,0.1833023,0.034430414,0.062222917,0.5865972,70.742386,29.072504,7.317776,119.0774
0.3313819,0.18797539,0.047214877,0.0708169,0.6307428,71.437904,28.80044,7.358226,148.05345
0.38935152,0.3084232,0.03086183,0.079937324,0.5806723,70.29391,31.976595,7.312978,91.34882
0.25393668,0.13050173,0.030866789,0.049987234,0.49075222,67.48029,25.186441,6.980713,87.82713
0.28913617,0.1478404,0.039079703,0.05443353,0.5536975,70.01154,27.113028,7.257588,102.01924
0.31331587,0.12603419,0.04764325,0.051634993,0.6457404,71.631966,28.227089,7.3455067,154.56697
0.27285194,0.11912458,0.022094319,0.041292664,0.50402117,69.422905,26.288275,7.1967387,65.156654
0.40238604,0.32615584,0.06562537,0.09777893,0.7629375,73.469955,34.142403,7.4268613,234.42041
0.30140817,0.15628721,0.03478463,0.057007134,0.56455183,70.0408,27.653164,7.256638,103.64879
0.32982168,0.13796462,0.05246299,0.055453863,0.6705759,72.03775,28.806438,7.3783603,168.87727
0.30898187,0.13845399,0.047312006,0.055456746,0.6258159,71.220726,28.015352,7.3234344,146.67932
0.23460938,0.12407299,0.026994688,0.041215125,0.38750187,67.26798,24.321215,6.9927106,60.982365
0.29814485,0.1536249,0.033932995,0.05626682,0.5528982,69.67956,27.458822,7.2181444,104.63189
0.55216986,0.46560156,0.12035598,0.15797698,1.3680686,76.53275,41.495235,7.4337296,488.7412
0.2617282,0.13950168,0.029727584,0.051816672,0.49010232,66.86562,25.2777,6.9258933,83.96964
0.2814205,0.14420459,0.034554955,0.054015424,0.5461809,69.62651,26.782745,7.2063613,97.735886
0.28618404,0.14571886,0.030639255,0.053710103,0.51675045,68.556244,26.767332,7.1020813,101.65782
0.37556362,0.23708546,0.052601345,0.07667258,0.61658984,72.40337,30.349382,7.495402,140.12476
0.45315382,0.301181,0.09061043,0.096355565,0.8982414,74.76936,34.53876,7.498756,296.57208
0.20595461,0.10949447,0.020439388,0.042952582,0.35778317,61.901688,21.943878,6.404497,69.3257
3.2079313,2.288529,0.7256471,0.78030574,6.7518883,84.77882,57.617134,7.819479,1341.033
0.44176725,0.27681118,0.08281707,0.08849576,0.84093004,74.45977,33.624817,7.520726,260.06403
0.3241028,0.17552914,0.046332303,0.06815624,0.63217735,71.44642,28.588432,7.347998,151.41571
0.29988658,0.15494564,0.0343535,0.056637432,0.5586857,69.86453,27.562626,7.237807,104.310455
