CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
-5.4145555,33.448547,4.617037,-0.17272398,0.6057627,6.873723,94.37989,2.5566747,1.1701629,584.7093,17.472157,262.5979,17.334475,13.374443
-2.7494962,22.150133,17.222471,0.29678166,0.45281088,5.9397674,80.3097,2.4407237,13.453693,368.3707,16.544825,416.93268,10.596186,26.410286
-4.8923635,3.5675185,16.654682,0.15130597,0.44621634,5.9718533,96.78221,2.2371478,8.8876,240.31001,16.46881,413.64136,19.375656,25.34311
-4.970294,-1.0854753,7.3475356,-0.13296598,0.62213933,6.7143326,94.86374,1.6775271,1.7122352,540.316,20.245657,263.38092,16.576077,14.633312
-5.1009874,28.642704,6.151773,-0.15134408,0.5159728,6.8966584,93.13228,3.9268184,2.915496,546.7097,18.630276,264.42303,18.764715,13.022481
-5.446233,31.289663,16.422298,0.14297478,0.46405706,6.3060956,89.43277,2.296814,2.52231,577.1077,20.355276,268.2567,19.006603,28.640081
-5.283106,0.7752921,17.615501,0.029050063,0.4526343,6.6718326,89.225945,1.6869074,4.2271113,501.70724,18.007711,340.93234,9.551155,27.717926
-5.657854,23.229935,6.368277,0.1766677,0.5218819,6.468381,93.93669,1.6736158,1.0643213,579.7639,20.570953,262.95346,17.966398,24.760416
-4.0854664,29.53174,14.692052,-0.15808456,0.50087374,6.9046454,96.12121,5.4880695,17.898762,240.10193,16.469614,263.73596,20.368221,12.937027
-3.5939047,-4.526734,18.127129,-0.12264297,0.4761724,5.694911,95.43653,1.6736823,1.1030395,279.503,20.528473,375.02698,13.293133,29.655388
8.967987,31.892942,18.195496,-0.11715972,0.4515713,6.974072,96.986855,3.9505186,18.612345,239.80946,16.479372,263.4759,20.59097,12.915235
-4.9142714,7.5064235,17.493607,-0.18699321,0.669534,6.949716,94.624916,1.6773733,1.0560272,461.77676,20.37582,262.7802,20.049675,13.393745
-5.2942343,33.40228,13.731327,-0.112176694,0.5470998,6.5692425,97.59472,4.725571,3.1567004,563.9067,16.96981,281.6168,17.939453,13.9157095
-4.1348047,2.2385442,15.743088,0.14215252,0.45730153,6.9498096,72.526085,1.9332515,5.031444,578.5566,20.174044,279.09906,20.396198,24.374979
-5.674323,33.68758,11.495017,0.2946974,0.57032275,6.6859713,92.55348,5.6956806,11.682356,585.0377,16.568903,299.46442,19.576378,24.482573
-4.1590567,31.82625,13.644824,0.17404589,0.49699944,6.7772465,96.05533,5.5148234,14.648304,560.8447,16.587563,286.7542,19.28924,17.665737
-4.3879633,33.699234,5.068112,0.3097323,0.52085924,6.94223,87.5877,5.8002963,18.193888,585.1904,16.44906,270.40103,19.93427,12.93921
-5.339901,27.35585,9.946529,0.13487622,0.46384436,6.960488,75.53159,2.7342174,11.866051,478.64615,16.739376,264.95615,19.739346,17.11639
-5.327711,33.643486,14.786121,-0.17007524,0.626302,6.9746304,92.88387,2.942091,5.889359,577.85223,17.954966,262.5263,20.544388,12.94087
-4.8083115,18.950718,18.098621,-0.14473622,0.454519,6.856659,95.955215,3.2710369,5.706942,245.00684,17.30541,291.74002,19.584486,13.126303
-1.2850724,-9.008859,15.473949,-0.027191993,0.53058136,6.5763736,74.43149,1.7060794,3.0775392,467.32278,16.758776,295.6501,20.237757,27.384277
-5.2883472,9.893821,18.12277,0.3293085,0.44561067,5.5675535,96.470314,1.7039808,1.2615573,378.49948,19.787289,449.03693,7.7105694,30.977734
-4.1220007,-6.435827,15.406899,-0.16445962,0.5454906,6.6069946,89.22032,1.6803046,1.1882341,503.17227,20.306103,265.16782,14.522608,21.956623
-5.363654,33.541183,4.6890974,0.2511029,0.50513744,5.676223,96.039345,2.2694454,2.336219,585.5907,19.246317,315.37344,10.24357,30.596914
-4.4294186,-11.7377615,18.162725,-0.007247563,0.44489264,5.5883107,96.65339,1.6706351,1.4299543,240.09712,20.271349,418.94247,17.374216,30.376566
-3.0552351,-7.0844493,18.078978,0.003474605,0.4454317,5.8797274,94.454605,1.7361623,7.172047,239.975,16.601736,446.2987,18.346483,17.459862
-4.969079,-5.4715743,8.96747,0.33094022,0.44323635,5.5672364,97.68934,1.670957,1.0490453,578.5366,20.712582,449.04306,6.8363833,31.074675
-1.4806868,-7.1220927,18.191904,0.014611551,0.4436972,6.4389534,85.257645,1.7444543,16.048233,239.83316,16.46289,447.0032,20.469835,25.784128
-4.9608316,26.769335,17.9505,-0.15044223,0.5479305,6.9545946,94.874146,2.5023477,12.963132,261.03247,16.66219,268.41513,20.014019,12.993012
-5.1038427,-8.660781,17.916853,-0.17887688,0.47434106,5.98642,94.34659,1.6818134,1.7209156,322.59915,20.591457,396.7203,19.01859,28.705757
-5.5467005,24.025805,8.242263,-0.02113058,0.52727586,6.77825,94.3118,1.7490329,1.7217262,558.5006,18.832119,266.81003,17.981678,19.53143
-5.274287,10.818111,11.457804,0.14547831,0.4755252,5.6153936,87.00738,1.701217,1.055042,577.6928,20.411047,417.94223,9.278197,30.082964
-5.1389313,-11.349643,18.171518,0.21798533,0.44471586,5.5672593,93.92023,1.6699935,1.0737674,357.50226,20.721464,449.00183,13.490937,31.06925
-5.29815,-6.0252166,14.776849,-0.09925758,0.45751476,5.652401,93.375984,1.6751801,1.0950286,474.3492,19.38238,370.24457,17.209673,30.583624
-5.590583,-5.0448565,17.549393,-0.1574271,0.49185884,6.8285065,82.60964,1.9130968,1.7194793,244.28896,17.440968,268.15897,20.351923,17.223934
-3.3028963,-11.733287,17.945704,0.00022829759,0.45192224,5.582183,96.1062,1.6708881,1.0746734,446.2291,20.673891,441.36017,12.798001,30.056715
-4.0437784,-9.355666,16.008812,-0.18363485,0.56076723,6.9655776,91.41423,1.6955775,6.899066,242.58592,16.789787,262.66696,19.694618,13.069429
-3.6228726,32.98683,17.175783,-0.00707538,0.4517593,6.9630775,96.5257,4.6236167,16.40757,257.5656,16.454153,304.57718,20.42395,12.937453
3.7822955,-10.046323,18.19843,0.30252206,0.449412,6.428726,83.37518,1.7082192,18.413355,239.78914,16.581577,448.22546,20.493027,18.814268
-5.6626387,27.826624,6.442858,-0.09052109,0.5609716,6.7771215,96.40558,2.2891629,1.5253856,581.6958,17.828749,271.77618,18.906279,17.340862
-4.6501923,14.569902,16.003641,0.2320754,0.46388146,5.730385,87.02602,4.9638762,14.0277405,280.44046,16.5297,415.47064,20.012178,19.294725
-5.530567,4.0356994,13.08411,0.28443277,0.5151495,5.861812,80.15178,1.6761569,1.1748168,574.18036,19.176233,442.57794,10.810263,30.591402
-4.892273,8.664278,17.406742,0.1208198,0.53763473,5.6037908,93.71371,1.6714798,1.2837446,486.74982,19.46917,438.17026,18.307482,30.156397
-4.8353653,27.493006,14.015383,-0.17292881,0.47704136,5.6228504,96.12941,1.692737,1.6436403,331.9297,17.555067,378.6899,18.016783,26.967232
-2.4937632,30.081291,16.596394,0.19098152,0.5622947,6.955602,67.28627,4.641726,16.656672,497.02505,16.45027,287.04782,20.53423,14.25355
-3.8527167,-11.821914,17.945118,-0.16650002,0.46201882,6.8322134,88.60139,1.6831471,1.2845085,239.81918,18.270308,305.30493,19.778116,18.719471
-5.278637,33.474876,6.949782,0.2746314,0.5782178,6.1883545,91.67538,5.435873,3.2076104,584.8375,17.599485,271.01437,19.601902,21.439585
-5.206297,32.6479,9.13839,0.2497652,0.48787954,6.8046227,96.23807,5.030613,14.369223,424.2784,16.751379,264.58203,20.357925,13.495513
-5.029788,24.80807,12.2632065,0.31638628,0.47970396,6.252067,89.9521,2.033687,5.3647475,528.4129,16.803415,360.55508,17.126745,18.150476
-3.746084,-12.092408,17.735884,-0.131551,0.4500437,5.569706,95.62835,1.6712767,1.1744564,240.89563,20.657503,448.34906,19.299728,31.05243
-5.350875,-10.947671,9.359599,0.3137514,0.45587173,5.5673265,96.30795,1.6717275,1.059222,561.60364,20.711012,448.37576,7.6344175,31.071335
-2.96644,-1.7170852,17.663027,0.31097394,0.4445148,5.575298,93.7606,1.8963641,2.5775187,517.2999,18.33271,448.94476,7.1197915,31.049694
-5.17636,4.1463766,16.78344,-0.18612558,0.5171325,6.9627748,87.54834,1.6761743,1.5923355,242.6349,17.360191,263.94754,20.501228,12.978712
-5.455204,29.287409,16.071075,0.1670372,0.5141457,5.605559,91.354774,2.2297697,3.70352,582.2123,17.909323,355.10062,16.239595,29.250563
-5.098339,33.455006,6.7655525,0.29346034,0.5237672,6.8633122,95.784615,5.7774296,6.314742,563.5573,16.565191,264.05408,20.487104,13.582439
-5.2411366,19.983309,6.365357,0.053782128,0.51728505,6.907682,71.65914,1.7973586,1.6563919,532.0761,16.786272,288.7935,14.2204895,21.652452
-5.5701294,10.617662,17.526297,-0.14872022,0.5451273,6.604681,89.98045,1.7321595,2.7378838,396.49384,16.942213,283.43637,20.447138,18.615475
-5.386054,8.268581,7.090469,0.08718574,0.49124962,6.8913326,85.560005,1.6856347,1.120961,521.9485,18.20327,267.34958,19.608326,13.926681
-5.6756725,30.907112,11.163312,-0.1707612,0.5121594,6.962745,89.47183,1.7742535,2.120991,566.7005,20.035408,262.62393,18.861006,13.549429
-5.1594515,32.734554,13.67593,0.246112,0.49577335,5.7319727,97.27417,5.2178764,12.037044,407.33136,16.716291,294.59912,20.032578,14.80812
-0.03993287,30.404474,11.806305,0.28522125,0.5022354,6.7403502,82.724556,5.7402315,18.535177,329.43747,16.45764,322.3492,19.795025,13.2441435
-1.636727,5.2298517,16.872475,-0.13468143,0.48472822,6.7306466,91.816,3.1778734,13.876047,245.5112,16.513222,280.4895,19.968708,13.014014
-5.5743055,32.616096,11.689292,-0.14062525,0.5877035,6.962859,88.302666,2.4540641,1.1275365,446.6556,16.698093,263.40552,19.863258,14.7103615
-5.043849,14.10996,17.51238,0.2782097,0.4473975,5.607703,90.83124,2.810434,7.8997493,394.6988,16.571543,440.3909,18.264174,27.06199
-5.2382812,32.716526,6.1696124,0.30950803,0.5146008,6.8246408,77.777016,2.8589873,2.8927372,583.866,17.27005,299.00125,19.15703,23.608404
-4.2471037,19.277948,17.706537,-0.048270967,0.46332234,6.671338,83.683395,3.596083,17.129763,307.76294,16.477169,339.2314,18.457052,13.583965
-4.4111795,3.892996,17.822268,0.3009085,0.4441897,5.6502957,94.013824,1.9699917,8.043691,264.5639,17.565569,447.51175,16.276896,29.876738
-4.031419,29.922976,12.302463,0.045919903,0.484121,6.960043,89.279106,2.927326,7.2778845,408.8566,16.457626,264.88492,20.012537,13.173665
0.5926436,30.487629,17.907038,0.12757611,0.47465912,5.7010584,97.16597,1.8679922,14.28576,260.90085,16.525528,412.25867,18.941431,16.210697
-0.50668824,32.71783,14.818831,0.3230862,0.45305446,6.493074,86.14642,5.7901645,18.27451,539.84033,16.499851,365.17123,20.204025,13.323581
-5.6840773,14.757792,12.59946,-0.12420758,0.488094,6.885426,81.98481,1.7016586,1.0857646,553.102,20.415688,263.10342,20.024536,29.56891
-2.7355554,-12.1848345,18.106098,-0.046786,0.44911596,5.951705,89.13996,1.6702455,1.062556,241.13162,19.059427,434.20032,17.725376,30.75149
-0.19260803,-11.6704035,18.076754,0.0013133852,0.44348875,5.7541103,96.741356,1.6707045,1.4250171,240.411,20.708784,437.70825,17.15079,31.0321
-4.5378685,28.18776,12.319008,-0.1866866,0.6462122,6.9746666,89.30888,5.3704314,6.986649,427.54517,16.648504,262.51913,20.572735,12.913457
-5.3891582,5.94744,12.433026,0.06625293,0.47578508,5.583689,96.47181,1.7116073,1.2573392,508.73404,20.724037,274.83786,20.010052,30.670263
-5.497261,28.086996,5.056377,0.27514017,0.49081674,5.7143607,80.09621,2.460034,1.3644197,582.47595,16.88415,421.04794,16.172592,29.040895
1.9485086,-8.873082,12.793603,0.32627785,0.44632518,5.5717874,91.12811,1.7310036,1.0505245,585.4242,20.69391,449.0331,14.847595,31.074268
-4.5453796,29.626518,16.540522,-0.124069475,0.56949687,6.9741807,90.29972,2.3542285,9.515468,240.3775,16.460829,262.85922,20.522467,13.017889
-5.199664,31.130482,9.137291,0.28719097,0.48696247,6.4103937,87.22479,2.9881215,1.7712724,565.1255,16.770142,284.5694,18.643847,23.069706
-3.2261941,31.289465,11.815583,0.24295467,0.4713839,6.447501,96.48212,5.174392,11.600481,552.928,16.51549,304.1292,20.148594,16.409641
-5.373104,-8.994773,17.537523,-0.18657231,0.4721796,6.541374,92.42852,1.670302,1.0629098,449.71762,20.709557,263.4713,19.559229,29.210958
-4.315795,30.288397,17.17015,-0.16804433,0.448677,6.722002,96.872955,2.0945888,10.968967,300.81265,16.506737,285.73416,19.909826,13.910928
-5.180916,33.594524,6.019919,0.32560477,0.5827488,6.0403857,97.38231,5.6639247,6.385466,585.4162,17.007292,263.4988,19.934803,15.584202
2.3133998,33.37246,15.261689,-0.13063172,0.6576067,6.9739895,88.36546,5.5996723,18.34533,440.6538,16.461628,262.58273,19.841686,12.951927
-5.290987,33.1379,5.7508125,0.3084842,0.47464275,6.954982,88.679955,4.471537,12.401548,567.77527,16.475588,294.35025,19.923185,15.751084
-4.166256,-12.080512,18.14639,0.23811992,0.4559907,5.5672784,93.1101,1.6716186,1.1803253,244.98033,20.577152,448.9959,7.833081,31.071325
-4.983901,32.543137,15.638108,0.2783662,0.4680847,5.7699194,94.62549,2.6456075,11.619515,580.1282,17.625242,296.331,20.13906,27.309855
-4.9141464,-10.847669,17.958902,0.324889,0.4440407,5.5710273,93.782814,1.6737264,1.8105476,283.5039,18.428988,448.2943,16.081738,30.904709
-3.9346826,30.247786,16.969358,0.11758815,0.48661134,6.38719,93.98846,3.6342113,18.187304,299.42435,16.502914,365.12234,19.88583,13.396291
-5.5137625,30.94355,16.241703,0.33130893,0.44446722,5.736437,93.98491,4.5706463,13.62203,318.43268,16.47121,448.54727,17.468472,24.162935
8.330384,18.795444,18.082396,0.31487364,0.4467255,6.796549,83.24247,5.034179,18.565147,269.18134,16.461447,284.01047,19.544317,15.2162075
-5.6116123,32.80568,5.6530514,0.31367406,0.5373622,5.8278847,81.113396,1.7636392,1.1983469,585.59644,19.353966,288.9508,18.694244,29.615301
-5.033805,32.546867,10.248512,0.0817219,0.6585309,6.948421,90.0739,5.309358,2.4694593,578.8407,16.494606,264.30948,20.33545,13.247739
-5.2077904,-10.639207,13.122204,0.052913215,0.452551,5.669832,93.53205,1.6700729,1.0503356,561.99097,20.731886,433.27185,8.828861,31.07332
-4.54002,-10.66701,17.904644,0.27722076,0.44428867,5.5685925,96.741615,1.6737629,1.2844799,250.20511,20.620707,448.75824,13.519355,31.053246
-5.565671,31.277554,10.213172,0.007013817,0.51203644,5.60164,91.10331,3.2357805,3.008271,581.0185,20.249626,305.511,19.353144,25.054201
-2.6157506,22.659285,15.040082,0.24162513,0.507378,6.2547617,89.8194,2.5912597,1.4492776,353.072,16.498972,384.41837,18.073647,26.0107
-4.6085815,-1.2168058,17.734877,-0.13931526,0.45371538,6.6605673,97.060684,2.0390935,4.7018557,239.87102,16.465446,379.13693,20.547426,13.122824
-2.0926063,33.07693,12.296013,0.086848795,0.5469553,6.951022,91.61993,5.64039,17.507193,570.49866,16.475584,263.72308,20.567442,13.299374
-5.501561,33.26744,10.76388,0.12929098,0.5186478,6.1745114,90.250084,5.783244,17.014578,573.0214,17.370804,269.09955,18.991686,15.746757
-4.970666,20.370665,17.872162,0.26228902,0.44720525,6.6311903,96.19834,1.6978143,15.558732,241.07751,16.502651,305.2749,20.084938,24.3444
-4.847206,30.845333,15.806332,0.04611931,0.45516294,6.2351036,95.15598,5.6964655,17.908691,290.92145,16.484734,301.43857,20.11,14.737077
-5.1822176,29.896729,11.93761,0.20082946,0.58107513,6.9461966,77.27499,5.5293303,14.860986,565.11163,16.515697,264.97015,19.8857,13.211777
-5.6989098,28.47991,6.7811823,0.30983064,0.44726214,5.5849566,97.794106,2.0873482,2.5932257,371.8588,16.646025,362.49033,19.812561,28.794832
-3.7922456,33.71298,9.2492285,0.26920775,0.5859457,6.948614,97.293594,5.794023,18.49787,585.03754,16.552122,262.8959,20.425125,13.003891
-5.1205034,5.0075173,15.428135,0.18604676,0.45443523,6.533776,87.98227,2.4440517,7.567899,501.37326,17.681936,372.14188,18.482168,20.32907
-5.581892,24.81381,9.792049,-0.17473856,0.5237234,6.4705606,89.945435,2.370037,1.68097,517.01404,17.112524,266.19684,16.899439,15.907316
-5.0432835,28.545195,13.711606,-0.18373093,0.5763776,6.973653,93.55947,3.8467076,16.50247,273.1674,16.535763,262.60733,20.430202,12.938132
-5.158331,-11.409064,15.422763,0.2110659,0.5149829,5.674619,52.61172,1.6699935,1.0492818,582.99786,20.728825,403.3962,19.071405,31.067774
-5.5225735,20.918205,14.680166,-0.13377324,0.5583241,6.442165,91.876785,1.6760322,1.2453859,562.71564,19.234411,263.81232,18.663372,17.318373
-0.33500496,-3.2141297,17.681736,0.033853743,0.5080664,6.715253,87.946686,2.1477952,6.3535814,278.14313,16.718431,272.6234,20.438368,14.480575
-4.759017,33.694168,5.006549,0.09544401,0.64314884,6.754438,62.31028,4.9449024,15.410964,585.6014,16.535416,264.0278,19.342245,14.433109
-5.124831,-11.615415,16.253326,0.32284403,0.44613674,5.5673504,96.45318,1.7209517,1.0636594,246.8757,20.646048,449.04358,6.14495,31.07219
-5.3362007,33.264973,7.5374103,0.17607914,0.4509695,6.969787,82.72693,2.1292968,1.4372146,548.7338,16.515366,266.86743,19.183407,19.403395
-4.1953306,4.9563613,17.387482,-0.1633013,0.46287253,5.903557,92.24527,1.6948303,1.3643167,244.04616,18.184523,348.42862,19.06933,29.067816
-4.0605574,25.766708,6.6910515,0.3109417,0.48320106,5.744459,87.04367,4.5247083,16.849216,462.7428,16.497852,409.78165,18.462,25.811794
-5.4916983,32.004715,9.585809,-0.16659968,0.52323633,6.953732,97.512665,2.6190667,4.914965,252.94217,16.467493,264.49234,20.499636,12.937427
-5.314767,-9.520572,17.776669,-0.16157271,0.5617274,6.7028184,89.92884,1.6708871,1.0761716,257.98505,20.617817,265.08405,20.328375,18.895536
-5.4102554,33.18223,16.622522,-0.009200382,0.5815599,6.961921,96.66454,5.5629234,9.942417,554.2642,16.595001,263.21756,19.88077,12.921734
-1.4034368,-11.176414,17.144678,-0.1428198,0.44379327,5.713015,97.36744,1.6777567,2.9456527,239.79982,16.504107,439.01636,20.288391,28.34611
-2.0024893,33.2198,13.376203,0.2671089,0.49113077,6.2807064,91.36908,5.6734114,14.6380205,578.4434,18.013315,268.93927,14.397912,13.726557
-2.0479462,0.9277112,17.913057,-0.15341571,0.47918326,6.4774537,89.63478,2.0536764,2.35018,389.6283,17.124723,273.51172,19.938208,13.043478
-5.236599,33.42162,17.399632,0.0967992,0.48030886,6.9447336,89.593056,5.5923295,17.938677,261.67468,16.451668,323.24167,20.280592,12.999874
-5.259036,17.509432,13.817838,-0.10509669,0.4909331,5.769654,94.22916,1.6735317,1.0869415,562.3268,19.280178,332.5006,18.656351,30.292135
-5.5374947,20.930351,13.160928,-0.14756727,0.4739148,6.5256066,97.31776,2.1737938,5.463662,283.47195,17.294655,284.58853,20.257526,13.295553
-5.1266575,29.909018,17.91998,-0.0042082625,0.49038252,6.96428,88.26808,3.2367775,10.674403,263.53854,16.546335,266.15775,20.543325,13.587239
-4.991005,27.362158,15.759835,-0.1864661,0.5483935,6.974027,96.71814,2.3797693,1.8578975,249.35231,16.478485,262.8513,20.39985,12.937949
-5.2978735,33.636646,14.256098,0.33235052,0.45333776,5.573253,96.28735,5.8045774,18.6002,510.23322,16.470816,444.46405,17.889292,28.50361
-3.845775,32.31704,8.740008,-0.07729108,0.58987176,6.9710135,66.81612,2.459768,3.2517793,580.9812,16.597113,263.67603,18.544098,12.960563
-3.6949975,24.530949,17.959698,0.08647249,0.45757613,6.973026,90.77081,5.161332,18.558834,239.92458,16.449154,303.28503,20.590506,12.913795
-5.231909,16.178667,16.642067,-0.093995176,0.5809534,6.974394,89.72856,3.818133,11.208038,285.03766,16.511457,262.61523,20.500574,12.91589
-3.566748,9.020125,17.86003,-0.07488499,0.45378438,6.878657,85.49912,3.2036185,18.330067,275.22556,17.243036,264.57715,20.563913,14.594962
-3.1169784,-7.9791064,17.45955,0.17278372,0.4488368,5.635432,97.131096,1.7696193,1.4728534,315.6408,19.883736,441.5918,13.223271,29.295992
-5.3144407,-6.3993964,18.083832,0.28214347,0.5121019,5.912084,68.23727,1.7008609,14.294324,239.91467,16.468355,433.76358,18.84916,23.855667
-5.4312925,27.526619,10.179867,0.3324632,0.45801434,5.6430087,85.79323,2.9725976,2.7181962,583.5903,17.675688,446.8193,12.593287,30.824217
-5.2112255,22.364147,14.689588,0.3291974,0.44334054,5.5676603,97.56976,2.3948581,1.9420655,578.495,19.299166,448.6277,16.792927,31.067192
-5.4666166,10.2419195,7.130615,0.21077503,0.52872944,6.0038223,89.69167,1.9729152,1.2025487,560.32513,20.663246,294.6831,10.015405,27.960403
-3.1502144,11.176881,17.151815,-0.18585041,0.488539,6.959124,96.0292,1.710419,3.0374148,252.90083,18.056526,262.5775,20.352621,13.926665
-5.5424423,0.9186904,15.393531,-0.10920677,0.51875156,6.3338685,93.79533,1.6754946,1.1809309,569.5722,20.263727,283.50403,17.979172,29.230005
-4.792078,16.89692,17.911411,-0.17703465,0.47523096,6.9726562,93.41855,1.9138317,13.254983,240.0428,16.452635,264.81418,20.501225,12.924485
-5.06999,33.672134,9.936016,0.32450265,0.48980814,5.859033,97.22569,5.733595,13.578924,542.83276,16.466787,387.53625,18.953186,15.0138235
-4.877823,19.098148,12.003092,0.043574736,0.44968027,6.0538573,88.8899,2.036112,4.0949745,432.44888,16.959045,356.88568,19.158606,19.739712
-2.5909479,23.724632,17.849451,0.07955486,0.48745447,6.9740434,68.482765,1.8639982,18.440405,256.5807,16.522833,263.58026,20.54666,12.939587
-4.96377,20.889666,15.62649,-0.18138719,0.5510638,6.968276,89.8711,2.904778,11.720777,240.12726,16.452122,268.51083,20.195948,13.433344
-4.5320168,33.140633,13.549346,0.21452299,0.47463268,6.963515,89.42495,5.302874,17.78098,397.83044,16.45874,264.77917,20.03543,12.999999
-3.2410924,24.854923,17.841595,0.0990565,0.4523834,5.9009776,94.501656,3.2185555,11.410028,240.50041,16.501213,434.0414,20.299408,15.038748
-3.8093092,29.364153,8.375486,-0.09868064,0.5124914,6.955529,77.3014,3.072402,2.0450428,577.8982,16.804132,263.46292,16.91841,13.503308
-4.40726,17.098116,17.514685,-0.08959053,0.50381064,6.9736695,73.25089,3.131521,15.908673,249.21106,16.462742,263.25348,20.516273,12.938056
2.5205586,10.652877,18.115875,0.2634732,0.45758533,5.8923583,65.51339,1.7469742,2.8544443,302.9914,16.598778,441.87796,17.436148,23.16517
-5.1016073,32.264458,12.805784,0.33304524,0.44466665,5.567789,97.53048,3.8996599,5.2009583,583.33484,16.729736,448.88458,13.720885,31.016256
-5.0912447,23.655634,11.643438,0.3093913,0.577196,6.551775,79.54264,4.7403464,18.35346,380.46304,16.60415,377.10095,17.935043,14.452905
-4.1230135,30.036888,16.675245,0.26722622,0.4602529,5.767,96.715706,5.593158,18.069649,256.09314,16.503412,343.53693,20.275333,13.528481
-4.9357014,33.00578,14.50666,-0.14428014,0.50649524,6.974542,96.734955,5.72566,18.001318,361.0992,16.492773,262.52814,20.569511,12.912298
-4.7686415,32.763752,7.0157094,-0.14052272,0.58964723,6.9700165,96.05468,4.3609614,9.94967,584.76355,16.499697,262.5504,19.45699,12.969216
-1.7305719,18.809734,8.188631,0.051385667,0.5548843,6.971728,70.8055,3.1477685,4.383912,511.13934,18.298002,262.88092,19.058624,12.958989
-3.9146307,1.4319607,16.163424,0.21983717,0.46561968,5.5708814,97.275566,1.6970254,1.1128643,511.40057,19.636713,444.00583,13.964944,30.64711
-5.0746803,21.212744,9.491474,0.33128682,0.44789848,5.5673437,95.98454,1.8629881,1.125673,580.1348,20.70577,448.60944,7.7010927,31.074497
1.504006,29.433819,17.695967,0.29388463,0.4655404,6.1220913,90.686935,5.019379,18.462494,253.40529,16.514233,430.17468,18.868046,13.676597
-4.725849,-9.814635,16.470654,0.15234883,0.46320987,5.5705647,88.351875,1.6914269,1.2335546,516.6224,20.594774,441.68527,17.159645,31.002459
-5.222705,33.5943,10.450702,0.016005293,0.60790235,6.8944783,92.1942,5.743622,16.421888,585.58545,16.474932,263.52747,20.55758,13.076311
-4.9470196,30.92898,5.892962,-0.046101753,0.51081824,6.607641,67.94293,3.92223,1.715102,584.30695,17.03244,264.32956,19.863615,13.289991
-4.2571077,2.2447536,7.8295918,-0.15074086,0.5790959,6.4643974,97.23821,3.573312,1.1730897,280.81244,19.368725,265.76108,19.736685,16.77767
-4.829732,-10.5598345,18.175055,-0.0897261,0.44666016,6.5169935,70.80571,1.7010714,2.9389398,240.49081,16.81492,403.79144,19.02583,25.152676
-5.0533953,26.401737,17.635067,0.14416519,0.4457769,5.73475,97.569954,1.7402661,11.927539,260.95236,17.266953,400.4049,20.257967,27.771753
-5.341281,33.268166,14.236559,0.18834747,0.47950432,6.971751,97.2379,4.047584,7.671367,288.27078,16.451344,267.60077,20.397108,13.025225
-3.6693423,-5.4216895,17.362192,-0.1809479,0.48215067,6.6292896,94.37658,1.9041137,1.5354955,304.95798,17.586096,288.1047,20.368477,13.450357
-2.4669278,32.34653,8.520201,-0.16781318,0.5151453,6.9722037,92.75542,5.7431364,17.839096,543.0867,16.463705,262.5736,20.084637,12.971903
